Time,Icc,Pm,Vwind,Pout,Vcc,S1.Pm,S1.Cp,S1.pitch,S1.v_ms,S1.lambda,S1.RPM,S1.rad_s,S1.torque
5.538,4.64692,130.442,100.8,90.0189,24,146.386,0.346552,15,28,4.28637,11460.9,1200.18,0.108685
5.539,4.67133,132.128,100.8,90.1468,24,146.451,0.346705,15,28,4.28795,11465.1,1200.63,0.110049
5.54,4.69561,132.721,100.8,90.2759,24,146.513,0.346852,15,28,4.28948,11469.2,1201.05,0.110504
5.541,4.63901,133.86,100.8,90.4062,24,146.573,0.346994,15,28,4.29097,11473.2,1201.47,0.111413
5.542,4.69702,132.176,100.8,90.5375,24,146.514,0.346856,15,28,4.28952,11469.3,1201.07,0.110049
5.543,4.7203,133.588,100.8,90.67,24,146.575,0.347,15,28,4.29103,11473.4,1201.49,0.111186
5.544,4.66261,134.18,100.8,90.8036,24,146.634,0.347139,15,28,4.29248,11477.3,1201.9,0.11164
5.545,4.72041,133.041,100.8,90.9383,24,146.574,0.346996,15,28,4.29098,11473.3,1201.48,0.110731
5.546,4.74318,134.453,100.8,91.0741,24,146.633,0.347137,15,28,4.29246,11477.2,1201.89,0.111868
5.547,4.76591,135.044,100.8,91.211,24,146.69,0.347272,15,28,4.29389,11481,1202.29,0.112323
5.548,4.70615,135.635,100.8,91.3491,24,146.745,0.347403,15,28,4.29529,11484.8,1202.68,0.112777
5.549,4.76363,134.218,100.8,91.4883,24,146.682,0.347253,15,28,4.2937,11480.5,1202.24,0.11164
5.55,4.78542,135.63,100.8,91.6285,24,146.739,0.347387,15,28,4.29512,11484.3,1202.63,0.112777
5.551,4.72479,136.22,100.8,91.7699,24,146.793,0.347515,15,28,4.29649,11488,1203.02,0.113232
5.552,4.78217,134.801,100.8,91.9123,24,146.728,0.347363,15,28,4.29486,11483.6,1202.56,0.112095
5.553,4.80352,135.666,100.8,92.0557,24,146.784,0.347493,15,28,4.29626,11487.3,1202.95,0.112777
5.554,4.74208,136.529,100.8,92.2002,24,146.836,0.347618,15,28,4.2976,11490.9,1203.33,0.113459
5.555,4.79931,135.109,100.8,92.3457,24,146.771,0.347464,15,28,4.29594,11486.5,1202.86,0.112323
5.556,4.8203,136.793,100.8,92.4921,24,146.825,0.347592,15,28,4.29731,11490.2,1203.25,0.113687
5.557,4.84131,137.109,100.8,92.6395,24,146.877,0.347714,15,28,4.29863,11493.7,1203.62,0.113914
5.558,4.77816,137.698,100.8,92.7881,24,146.927,0.347833,15,28,4.29992,11497.2,1203.98,0.114369
5.559,4.83512,135.727,100.8,92.9375,24,146.859,0.347673,15,28,4.29819,11492.5,1203.49,0.112777
5.56,4.85533,137.411,100.8,93.0879,24,146.911,0.347795,15,28,4.29951,11496.1,1203.86,0.114142
5.561,4.79154,138.273,100.8,93.2393,24,146.96,0.347912,15,28,4.30078,11499.5,1204.22,0.114824
5.562,4.84839,136.574,100.8,93.3916,24,146.892,0.34775,15,28,4.29902,11494.7,1203.73,0.113459
5.563,4.86829,137.711,100.8,93.5447,24,146.943,0.34787,15,28,4.30033,11498.2,1204.09,0.114369
5.564,4.80392,138.299,100.8,93.6987,24,146.991,0.347985,15,28,4.30158,11501.6,1204.44,0.114824
5.565,4.86071,136.599,100.8,93.8536,24,146.922,0.347821,15,28,4.29979,11496.8,1203.94,0.113459
5.566,4.88031,138.283,100.8,94.0092,24,146.972,0.347939,15,28,4.30108,11500.3,1204.3,0.114824
5.567,4.9,138.87,100.8,94.1657,24,147.02,0.348052,15,28,4.30232,11503.6,1204.65,0.115278
5.568,4.83419,139.457,100.8,94.3231,24,147.066,0.348162,15,28,4.30353,11506.8,1204.99,0.115733
5.569,4.89076,137.48,100.8,94.4812,24,146.995,0.347994,15,28,4.30168,11501.9,1204.47,0.114142
5.57,4.9097,139.438,100.8,94.6401,24,147.043,0.348108,15,28,4.30293,11505.2,1204.82,0.115733
5.571,4.84345,139.751,100.8,94.7998,24,147.089,0.348216,15,28,4.30413,11508.4,1205.16,0.115961
5.572,4.89994,137.773,100.8,94.9602,24,147.017,0.348047,15,28,4.30226,11503.4,1204.63,0.114369
5.573,4.91871,139.182,100.8,95.1213,24,147.065,0.348159,15,28,4.30349,11506.7,1204.98,0.115506
5.574,4.85204,140.317,100.8,95.2831,24,147.11,0.348266,15,28,4.30468,11509.9,1205.31,0.116415
5.575,4.90847,138.338,100.8,95.4455,24,147.038,0.348096,15,28,4.3028,11504.8,1204.78,0.114824
5.576,4.92702,139.473,100.8,95.6084,24,147.085,0.348206,15,28,4.30402,11508.1,1205.13,0.115733
5.577,4.94569,140.059,100.8,95.7721,24,147.129,0.348312,15,28,4.30519,11511.2,1205.45,0.116188
5.578,4.87782,140.645,100.8,95.9364,24,147.173,0.348414,15,28,4.30634,11514.3,1205.78,0.116643
5.579,4.93404,138.389,100.8,96.1013,24,147.099,0.348241,15,28,4.3044,11509.1,1205.23,0.114824
5.58,4.95202,140.621,100.8,96.2667,24,147.144,0.348348,15,28,4.30559,11512.3,1205.57,0.116643
5.581,4.88386,140.932,100.8,96.4328,24,147.187,0.348449,15,28,4.30673,11515.4,1205.89,0.11687
5.582,4.94007,138.95,100.8,96.5993,24,147.114,0.348275,15,28,4.30478,11510.2,1205.34,0.115278
5.583,4.95791,140.633,100.8,96.7662,24,147.158,0.348381,15,28,4.30596,11513.3,1205.67,0.116643
5.584,4.88948,140.944,100.8,96.9337,24,147.201,0.348482,15,28,4.30709,11516.3,1205.99,0.11687
5.585,4.94564,139.235,100.8,97.1016,24,147.127,0.348307,15,28,4.30513,11511.1,1205.44,0.115506
5.586,4.96339,140.918,100.8,97.2698,24,147.171,0.348411,15,28,4.3063,11514.2,1205.77,0.11687
5.587,4.98122,141.503,100.8,97.4385,24,147.214,0.348511,15,28,4.30743,11517.2,1206.08,0.117325
5.588,4.91173,141.814,100.8,97.6077,24,147.255,0.348609,15,28,4.30852,11520.2,1206.39,0.117552
5.589,4.96774,139.828,100.8,97.7772,24,147.18,0.348431,15,28,4.30652,11514.8,1205.83,0.115961
5.59,4.98497,141.237,100.8,97.947,24,147.223,0.348532,15,28,4.30766,11517.9,1206.15,0.117097
5.591,4.91532,141.821,100.8,98.1173,24,147.263,0.348629,15,28,4.30876,11520.8,1206.45,0.117552
5.592,4.97129,139.836,100.8,98.2877,24,147.188,0.348451,15,28,4.30675,11515.4,1205.89,0.115961
5.593,4.98843,141.244,100.8,98.4584,24,147.231,0.348552,15,28,4.30788,11518.4,1206.21,0.117097
5.594,4.91862,142.102,100.8,98.6295,24,147.271,0.348648,15,28,4.30897,11521.3,1206.51,0.11778
5.595,4.97459,140.117,100.8,98.8007,24,147.196,0.348469,15,28,4.30695,11516,1205.95,0.116188
5.596,4.99165,141.525,100.8,98.972,24,147.238,0.34857,15,28,4.30808,11519,1206.26,0.117325
5.597,4.92169,142.109,100.8,99.1436,24,147.279,0.348666,15,28,4.30917,11521.9,1206.57,0.11778
5.598,4.97763,140.123,100.8,99.3153,24,147.203,0.348486,15,28,4.30714,11516.5,1206,0.116188
5.599,4.99465,141.805,100.8,99.487,24,147.245,0.348586,15,28,4.30827,11519.5,1206.32,0.117552
5.6,5.0118,142.115,100.8,99.659,24,147.286,0.348682,15,28,4.30935,11522.4,1206.62,0.11778
5.601,4.94091,142.424,100.8,99.8311,24,147.325,0.348775,15,28,4.31041,11525.2,1206.91,0.118007
5.602,4.99673,140.71,100.8,100.003,24,147.248,0.348593,15,28,4.30834,11519.7,1206.34,0.116643
5.603,5.01331,142.393,100.8,100.175,24,147.289,0.34869,15,28,4.30945,11522.6,1206.65,0.118007
5.604,4.94237,142.702,100.8,100.348,24,147.328,0.348783,15,28,4.3105,11525.4,1206.94,0.118234
5.605,4.99815,140.988,100.8,100.52,24,147.251,0.348601,15,28,4.30843,11519.9,1206.36,0.11687
5.606,5.01469,142.121,100.8,100.692,24,147.292,0.348698,15,28,4.30953,11522.9,1206.67,0.11778
5.607,4.94368,142.705,100.8,100.865,24,147.331,0.34879,15,28,4.31058,11525.7,1206.96,0.118234
5.608,4.99948,140.442,100.8,101.037,24,147.255,0.348608,15,28,4.30852,11520.1,1206.39,0.116415
5.609,5.01599,142.124,100.8,101.209,24,147.295,0.348705,15,28,4.30961,11523.1,1206.69,0.11778
5.61,5.03269,142.707,100.8,101.381,24,147.334,0.348797,15,28,4.31066,11525.9,1206.99,0.118234
5.611,4.96084,143.29,100.8,101.553,24,147.372,0.348887,15,28,4.31169,11528.6,1207.27,0.118689
5.612,5.01654,141.3,100.8,101.725,24,147.294,0.348703,15,28,4.30959,11523,1206.69,0.117097
5.613,5.03265,142.707,100.8,101.896,24,147.334,0.348797,15,28,4.31066,11525.9,1206.99,0.118234
5.614,4.96082,143.29,100.8,102.068,24,147.372,0.348887,15,28,4.31169,11528.6,1207.27,0.118689
5.615,5.0165,141.3,100.8,102.239,24,147.294,0.348703,15,28,4.30959,11523,1206.69,0.117097
5.616,5.03263,142.707,100.8,102.411,24,147.334,0.348797,15,28,4.31066,11525.9,1206.99,0.118234
5.617,4.96081,143.29,100.8,102.582,24,147.372,0.348887,15,28,4.31169,11528.6,1207.27,0.118689
5.618,5.01647,141.574,100.8,102.753,24,147.294,0.348703,15,28,4.30959,11523,1206.69,0.117325
5.619,5.0326,142.707,100.8,102.923,24,147.334,0.348797,15,28,4.31066,11525.9,1206.99,0.118234
5.62,4.96077,143.29,100.8,103.093,24,147.372,0.348887,15,28,4.31169,11528.6,1207.27,0.118689
5.621,5.01646,141.574,100.8,103.263,24,147.294,0.348702,15,28,4.30958,11523,1206.68,0.117325
5.622,5.03258,142.982,100.8,103.433,24,147.334,0.348797,15,28,4.31066,11525.9,1206.99,0.118462
5.623,5.04892,143.29,100.8,103.602,24,147.372,0.348886,15,28,4.31169,11528.6,1207.27,0.118689
5.624,4.97633,143.598,100.8,103.771,24,147.409,0.348974,15,28,4.31269,11531.3,1207.55,0.118916
5.625,5.03192,141.606,100.8,103.94,24,147.33,0.348788,15,28,4.31056,11525.6,1206.96,0.117325
5.626,5.04769,143.013,100.8,104.108,24,147.369,0.34888,15,28,4.31161,11528.4,1207.25,0.118462
5.627,4.97517,143.321,100.8,104.276,24,147.406,0.348967,15,28,4.31261,11531.1,1207.53,0.118689
5.628,5.03075,141.604,100.8,104.443,24,147.328,0.348781,15,28,4.31048,11525.4,1206.94,0.117325
5.629,5.04657,143.011,100.8,104.61,24,147.367,0.348874,15,28,4.31154,11528.2,1207.23,0.118462
5.63,4.97411,143.593,100.8,104.777,24,147.404,0.348961,15,28,4.31255,11530.9,1207.51,0.118916
5.631,5.02968,141.327,100.8,104.943,24,147.325,0.348776,15,28,4.31042,11525.2,1206.92,0.117097
5.632,5.04552,143.283,100.8,105.109,24,147.364,0.348868,15,28,4.31147,11528,1207.21,0.118689
5.633,5.06159,143.591,100.8,105.274,24,147.401,0.348956,15,28,4.31248,11530.7,1207.5,0.118916
5.634,4.98841,143.624,100.8,105.439,24,147.437,0.349041,15,28,4.31347,11533.4,1207.77,0.118916
5.635,5.0439,141.905,100.8,105.604,24,147.358,0.348854,15,28,4.31131,11527.6,1207.17,0.117552
5.636,5.05942,143.312,100.8,105.767,24,147.396,0.348944,15,28,4.31235,11530.4,1207.46,0.118689
5.637,4.98635,143.894,100.8,105.931,24,147.433,0.34903,15,28,4.31334,11533,1207.74,0.119144
5.638,5.04188,141.901,100.8,106.094,24,147.354,0.348843,15,28,4.31118,11527.3,1207.13,0.117552
5.639,5.05742,143.582,100.8,106.256,24,147.392,0.348933,15,28,4.31222,11530,1207.42,0.118916
5.64,4.98446,143.89,100.8,106.418,24,147.428,0.349019,15,28,4.31321,11532.7,1207.7,0.119144
5.641,5.03998,141.897,100.8,106.579,24,147.349,0.348832,15,28,4.31106,11526.9,1207.1,0.117552
5.642,5.05559,143.304,100.8,106.739,24,147.388,0.348923,15,28,4.31211,11529.7,1207.39,0.118689
5.643,4.98272,143.886,100.8,106.899,24,147.424,0.349009,15,28,4.3131,11532.4,1207.67,0.119144
5.644,5.03823,141.894,100.8,107.058,24,147.345,0.348823,15,28,4.31095,11526.7,1207.07,0.117552
5.645,5.05388,143.3,100.8,107.217,24,147.384,0.348914,15,28,4.312,11529.4,1207.36,0.118689
5.646,5.06976,143.883,100.8,107.375,24,147.42,0.349,15,28,4.313,11532.1,1207.64,0.119144
5.647,4.99621,144.465,100.8,107.532,24,147.456,0.349085,15,28,4.31397,11534.7,1207.91,0.119599
5.648,5.05165,142.196,100.8,107.689,24,147.376,0.348896,15,28,4.3118,11528.9,1207.3,0.11778
5.649,5.06699,143.877,100.8,107.845,24,147.414,0.348985,15,28,4.31282,11531.6,1207.59,0.119144
5.65,4.99358,144.184,100.8,108,24,147.45,0.34907,15,28,4.3138,11534.3,1207.87,0.119371
5.651,5.04906,142.19,100.8,108.155,24,147.37,0.348882,15,28,4.31163,11528.5,1207.26,0.11778
5.652,5.06445,143.872,100.8,108.309,24,147.408,0.348972,15,28,4.31266,11531.2,1207.55,0.119144
5.653,4.99116,144.179,100.8,108.462,24,147.444,0.349057,15,28,4.31365,11533.8,1207.82,0.119371
5.654,5.04664,142.185,100.8,108.615,24,147.365,0.348869,15,28,4.31148,11528.1,1207.22,0.11778
5.655,5.0621,143.592,100.8,108.767,24,147.403,0.348959,15,28,4.31252,11530.8,1207.51,0.118916
5.656,4.98893,143.9,100.8,108.918,24,147.439,0.349044,15,28,4.3135,11533.5,1207.78,0.119144
5.657,5.0444,141.906,100.8,109.068,24,147.359,0.348857,15,28,4.31134,11527.7,1207.18,0.117552
5.658,5.05991,143.588,100.8,109.217,24,147.398,0.348947,15,28,4.31238,11530.5,1207.47,0.118916
5.659,5.07566,143.621,100.8,109.366,24,147.434,0.349032,15,28,4.31337,11533.1,1207.74,0.118916
5.66,5.00184,144.477,100.8,109.514,24,147.469,0.349116,15,28,4.31433,11535.7,1208.01,0.119599
5.661,5.05723,142.207,100.8,109.661,24,147.389,0.348927,15,28,4.31215,11529.8,1207.4,0.11778
5.662,5.07246,143.889,100.8,109.808,24,147.426,0.349015,15,28,4.31317,11532.6,1207.69,0.119144
5.663,4.9988,144.47,100.8,109.953,24,147.462,0.349099,15,28,4.31414,11535.2,1207.96,0.119599
5.664,5.05424,142.201,100.8,110.098,24,147.382,0.34891,15,28,4.31196,11529.3,1207.35,0.11778
5.665,5.06951,143.882,100.8,110.242,24,147.42,0.348999,15,28,4.31298,11532.1,1207.64,0.119144
5.666,4.99599,144.19,100.8,110.385,24,147.455,0.349084,15,28,4.31396,11534.7,1207.91,0.119371
5.667,5.05144,141.921,100.8,110.528,24,147.376,0.348895,15,28,4.31179,11528.9,1207.3,0.117552
5.668,5.06679,143.877,100.8,110.669,24,147.413,0.348984,15,28,4.31281,11531.6,1207.59,0.119144
5.669,4.99341,144.184,100.8,110.81,24,147.449,0.349069,15,28,4.31379,11534.2,1207.86,0.119371
5.67,5.04885,141.916,100.8,110.949,24,147.37,0.348881,15,28,4.31162,11528.4,1207.26,0.117552
5.671,5.06426,143.871,100.8,111.088,24,147.408,0.34897,15,28,4.31265,11531.2,1207.54,0.119144
5.672,5.07991,144.179,100.8,111.226,24,147.443,0.349056,15,28,4.31363,11533.8,1207.82,0.119371
5.673,5.00589,144.76,100.8,111.363,24,147.479,0.349138,15,28,4.3146,11536.4,1208.09,0.119826
5.674,5.06127,142.765,100.8,111.5,24,147.398,0.348949,15,28,4.3124,11530.5,1207.47,0.118234
5.675,5.0764,144.171,100.8,111.635,24,147.435,0.349037,15,28,4.31342,11533.2,1207.76,0.119371
5.676,5.00256,144.478,100.8,111.77,24,147.471,0.34912,15,28,4.31438,11535.8,1208.03,0.119599
5.677,5.05798,142.209,100.8,111.903,24,147.391,0.348931,15,28,4.3122,11530,1207.42,0.11778
5.678,5.07316,143.89,100.8,112.036,24,147.428,0.349019,15,28,4.31321,11532.7,1207.7,0.119144
5.679,4.99948,144.472,100.8,112.168,24,147.463,0.349103,15,28,4.31418,11535.3,1207.97,0.119599
5.68,5.0549,142.477,100.8,112.299,24,147.384,0.348914,15,28,4.312,11529.5,1207.36,0.118007
5.681,5.07018,143.884,100.8,112.429,24,147.421,0.349003,15,28,4.31302,11532.2,1207.65,0.119144
5.682,5.08567,144.466,100.8,112.558,24,147.457,0.349087,15,28,4.314,11534.8,1207.92,0.119599
5.683,5.0114,144.772,100.8,112.687,24,147.491,0.349169,15,28,4.31495,11537.3,1208.19,0.119826
5.684,5.06674,142.776,100.8,112.814,24,147.411,0.348979,15,28,4.31275,11531.4,1207.57,0.118234
5.685,5.08177,144.183,100.8,112.941,24,147.448,0.349066,15,28,4.31375,11534.1,1207.85,0.119371
5.686,5.00768,144.764,100.8,113.066,24,147.483,0.349148,15,28,4.31471,11536.7,1208.12,0.119826
5.687,5.06304,142.494,100.8,113.191,24,147.403,0.348959,15,28,4.31251,11530.8,1207.51,0.118007
5.688,5.07813,143.9,100.8,113.315,24,147.439,0.349046,15,28,4.31352,11533.5,1207.79,0.119144
5.689,5.00421,144.482,100.8,113.438,24,147.475,0.349129,15,28,4.31449,11536.1,1208.06,0.119599
5.69,5.05962,142.487,100.8,113.56,24,147.395,0.34894,15,28,4.3123,11530.2,1207.44,0.118007
5.691,5.07477,143.893,100.8,113.681,24,147.432,0.349028,15,28,4.31331,11533,1207.73,0.119144
5.692,5.00101,144.475,100.8,113.801,24,147.467,0.349111,15,28,4.31428,11535.5,1208,0.119599
5.693,5.05642,142.48,100.8,113.92,24,147.387,0.348922,15,28,4.3121,11529.7,1207.39,0.118007
5.694,5.07166,143.887,100.8,114.038,24,147.425,0.349011,15,28,4.31312,11532.4,1207.67,0.119144
5.695,5.08713,144.194,100.8,114.155,24,147.46,0.349095,15,28,4.31409,11535,1207.95,0.119371
5.696,5.01279,144.5,100.8,114.272,24,147.495,0.349177,15,28,4.31504,11537.6,1208.21,0.119599
5.697,5.06812,142.779,100.8,114.387,24,147.414,0.348986,15,28,4.31283,11531.7,1207.59,0.118234
5.698,5.08312,144.46,100.8,114.502,24,147.451,0.349073,15,28,4.31384,11534.4,1207.88,0.119599
5.699,5.00897,144.767,100.8,114.615,24,147.486,0.349156,15,28,4.31479,11536.9,1208.14,0.119826
5.7,5.06432,142.497,100.8,114.728,24,147.405,0.348966,15,28,4.3126,11531,1207.53,0.118007
5.701,5.07938,144.178,100.8,114.839,24,147.442,0.349053,15,28,4.3136,11533.7,1207.81,0.119371
5.702,5.0054,144.759,100.8,114.95,24,147.477,0.349136,15,28,4.31456,11536.3,1208.08,0.119826
5.703,5.06081,142.215,100.8,115.06,24,147.397,0.348946,15,28,4.31237,11530.4,1207.47,0.11778
5.704,5.07592,144.17,100.8,115.169,24,147.434,0.349034,15,28,4.31339,11533.2,1207.75,0.119371
5.705,5.00211,144.477,100.8,115.277,24,147.47,0.349118,15,28,4.31435,11535.7,1208.02,0.119599
5.706,5.05752,142.483,100.8,115.384,24,147.39,0.348928,15,28,4.31217,11529.9,1207.41,0.118007
5.707,5.07274,143.889,100.8,115.489,24,147.427,0.349017,15,28,4.31318,11532.6,1207.69,0.119144
5.708,5.08818,144.471,100.8,115.594,24,147.462,0.349101,15,28,4.31416,11535.2,1207.96,0.119599
5.709,5.01379,144.777,100.8,115.699,24,147.497,0.349182,15,28,4.31511,11537.8,1208.23,0.119826
5.71,5.06912,143.056,100.8,115.802,24,147.417,0.348992,15,28,4.3129,11531.8,1207.61,0.118462
5.711,5.08409,144.188,100.8,115.904,24,147.453,0.349078,15,28,4.3139,11534.5,1207.89,0.119371
5.712,5.00989,144.494,100.8,116.005,24,147.488,0.349161,15,28,4.31485,11537.1,1208.16,0.119599
5.713,5.06524,142.499,100.8,116.106,24,147.408,0.348971,15,28,4.31265,11531.2,1207.54,0.118007
5.714,5.08028,143.905,100.8,116.205,24,147.444,0.349058,15,28,4.31366,11533.9,1207.83,0.119144
5.715,5.00626,144.761,100.8,116.304,24,147.479,0.349141,15,28,4.31462,11536.5,1208.09,0.119826
5.716,5.06166,142.491,100.8,116.401,24,147.399,0.348951,15,28,4.31243,11530.6,1207.48,0.118007
5.717,5.07676,144.172,100.8,116.498,24,147.436,0.349039,15,28,4.31344,11533.3,1207.76,0.119371
5.718,5.00291,144.479,100.8,116.593,24,147.472,0.349122,15,28,4.3144,11535.9,1208.03,0.119599
5.719,5.05831,142.484,100.8,116.688,24,147.392,0.348933,15,28,4.31222,11530,1207.42,0.118007
5.72,5.07351,144.165,100.8,116.782,24,147.429,0.349021,15,28,4.31323,11532.7,1207.71,0.119371
5.721,5.08893,144.472,100.8,116.874,24,147.464,0.349105,15,28,4.3142,11535.3,1207.98,0.119599
5.722,5.01451,145.054,100.8,116.966,24,147.499,0.349186,15,28,4.31515,11537.9,1208.24,0.120053
5.723,5.06983,142.508,100.8,117.057,24,147.418,0.348996,15,28,4.31294,11532,1207.62,0.118007
5.724,5.08479,144.189,100.8,117.147,24,147.455,0.349082,15,28,4.31394,11534.6,1207.9,0.119371
5.725,5.01056,144.496,100.8,117.236,24,147.489,0.349164,15,28,4.3149,11537.2,1208.17,0.119599
5.726,5.0659,142.775,100.8,117.325,24,147.409,0.348974,15,28,4.3127,11531.3,1207.56,0.118234
5.727,5.08093,144.181,100.8,117.412,24,147.446,0.349061,15,28,4.3137,11534,1207.84,0.119371
5.728,5.00688,144.488,100.8,117.498,24,147.481,0.349144,15,28,4.31466,11536.6,1208.11,0.119599
5.729,5.06228,142.492,100.8,117.584,24,147.401,0.348954,15,28,4.31247,11530.7,1207.49,0.118007
5.73,5.07736,143.899,100.8,117.668,24,147.438,0.349042,15,28,4.31348,11533.4,1207.77,0.119144
5.731,5.00349,144.48,100.8,117.752,24,147.473,0.349125,15,28,4.31444,11536,1208.04,0.119599
5.732,5.05888,142.485,100.8,117.835,24,147.393,0.348936,15,28,4.31225,11530.1,1207.43,0.118007
5.733,5.07407,143.892,100.8,117.917,24,147.43,0.349024,15,28,4.31327,11532.8,1207.72,0.119144
5.734,5.08948,144.199,100.8,117.997,24,147.465,0.349108,15,28,4.31424,11535.4,1207.99,0.119371
5.735,5.01503,145.055,100.8,118.077,24,147.5,0.349189,15,28,4.31519,11538,1208.25,0.120053
5.736,5.07035,142.784,100.8,118.157,24,147.419,0.348999,15,28,4.31298,11532.1,1207.63,0.118234
5.737,5.0853,144.465,100.8,118.235,24,147.456,0.349085,15,28,4.31397,11534.7,1207.91,0.119599
5.738,5.01105,144.771,100.8,118.312,24,147.491,0.349167,15,28,4.31493,11537.3,1208.18,0.119826
5.739,5.06638,142.501,100.8,118.389,24,147.41,0.348977,15,28,4.31273,11531.4,1207.56,0.118007
5.74,5.0814,144.182,100.8,118.465,24,147.447,0.349064,15,28,4.31373,11534.1,1207.85,0.119371
5.741,5.00733,144.214,100.8,118.539,24,147.482,0.349146,15,28,4.31469,11536.6,1208.11,0.119371
5.742,5.06272,142.493,100.8,118.613,24,147.402,0.348957,15,28,4.31249,11530.8,1207.5,0.118007
5.743,5.0778,143.9,100.8,118.686,24,147.439,0.349044,15,28,4.3135,11533.5,1207.78,0.119144
5.744,5.0039,144.481,100.8,118.758,24,147.474,0.349127,15,28,4.31447,11536,1208.05,0.119599
5.745,5.05929,142.761,100.8,118.83,24,147.394,0.348938,15,28,4.31228,11530.2,1207.44,0.118234
5.746,5.07447,143.893,100.8,118.9,24,147.431,0.349026,15,28,4.31329,11532.9,1207.72,0.119144
5.747,5.08987,144.2,100.8,118.969,24,147.466,0.34911,15,28,4.31426,11535.5,1207.99,0.119371
5.748,5.01541,144.506,100.8,119.038,24,147.501,0.349191,15,28,4.31521,11538,1208.26,0.119599
5.749,5.07072,142.785,100.8,119.106,24,147.42,0.349001,15,28,4.313,11532.1,1207.64,0.118234
5.75,5.08566,144.466,100.8,119.173,24,147.457,0.349087,15,28,4.314,11534.8,1207.92,0.119599
5.751,5.01139,144.772,100.8,119.239,24,147.491,0.349169,15,28,4.31495,11537.3,1208.19,0.119826
5.752,5.06673,142.502,100.8,119.305,24,147.411,0.348979,15,28,4.31275,11531.4,1207.57,0.118007
5.753,5.08174,144.183,100.8,119.369,24,147.448,0.349066,15,28,4.31375,11534.1,1207.85,0.119371
5.754,5.00765,144.764,100.8,119.433,24,147.483,0.349148,15,28,4.31471,11536.7,1208.12,0.119826
5.755,5.06304,142.769,100.8,119.496,24,147.402,0.348959,15,28,4.31251,11530.8,1207.5,0.118234
5.756,5.07811,143.9,100.8,119.558,24,147.439,0.349046,15,28,4.31352,11533.5,1207.79,0.119144
5.757,5.0042,144.482,100.8,119.619,24,147.475,0.349129,15,28,4.31449,11536.1,1208.06,0.119599
5.758,5.05959,142.487,100.8,119.68,24,147.395,0.34894,15,28,4.3123,11530.2,1207.44,0.118007
5.759,5.07476,143.893,100.8,119.74,24,147.432,0.349028,15,28,4.31331,11533,1207.73,0.119144
5.76,5.09016,144.475,100.8,119.798,24,147.467,0.349111,15,28,4.31428,11535.5,1208,0.119599
5.761,5.01568,144.781,100.8,119.856,24,147.501,0.349193,15,28,4.31523,11538.1,1208.26,0.119826
5.762,5.07099,142.785,100.8,119.914,24,147.421,0.349002,15,28,4.31302,11532.2,1207.65,0.118234
5.763,5.08593,144.466,100.8,119.97,24,147.457,0.349088,15,28,4.31401,11534.8,1207.92,0.119599
5.764,5.01164,144.498,100.8,120.026,24,147.492,0.34917,15,28,4.31497,11537.4,1208.19,0.119599
5.765,5.06698,142.502,100.8,120.081,24,147.412,0.34898,15,28,4.31276,11531.5,1207.57,0.118007
5.766,5.08198,144.183,100.8,120.135,24,147.448,0.349067,15,28,4.31377,11534.2,1207.86,0.119371
5.767,5.00789,144.765,100.8,120.189,24,147.483,0.34915,15,28,4.31473,11536.7,1208.12,0.119826
5.768,5.06327,142.494,100.8,120.242,24,147.403,0.34896,15,28,4.31253,11530.9,1207.51,0.118007
5.769,5.07833,144.175,100.8,120.294,24,147.44,0.349047,15,28,4.31354,11533.6,1207.79,0.119371
5.77,5.09366,144.482,100.8,120.345,24,147.475,0.34913,15,28,4.3145,11536.1,1208.06,0.119599
5.771,5.01903,144.514,100.8,120.395,24,147.509,0.349211,15,28,4.31544,11538.7,1208.33,0.119599
5.772,5.07432,142.792,100.8,120.445,24,147.429,0.34902,15,28,4.31322,11532.7,1207.7,0.118234
5.773,5.08916,144.473,100.8,120.494,24,147.465,0.349106,15,28,4.31422,11535.4,1207.98,0.119599
5.774,5.01473,145.054,100.8,120.543,24,147.499,0.349187,15,28,4.31517,11537.9,1208.25,0.120053
5.775,5.07005,142.509,100.8,120.591,24,147.419,0.348997,15,28,4.31296,11532,1207.63,0.118007
5.776,5.08501,144.189,100.8,120.638,24,147.455,0.349083,15,28,4.31396,11534.7,1207.91,0.119371
5.777,5.01077,144.771,100.8,120.684,24,147.49,0.349165,15,28,4.31491,11537.2,1208.18,0.119826
5.778,5.0661,142.775,100.8,120.73,24,147.41,0.348975,15,28,4.31271,11531.3,1207.56,0.118234
5.779,5.08113,144.181,100.8,120.774,24,147.446,0.349062,15,28,4.31371,11534,1207.84,0.119371
5.78,5.00707,144.488,100.8,120.819,24,147.481,0.349145,15,28,4.31467,11536.6,1208.11,0.119599
5.781,5.06246,142.493,100.8,120.862,24,147.401,0.348955,15,28,4.31248,11530.7,1207.49,0.118007
5.782,5.07754,143.899,100.8,120.905,24,147.438,0.349043,15,28,4.31349,11533.4,1207.78,0.119144
5.783,5.09289,144.206,100.8,120.947,24,147.473,0.349126,15,28,4.31445,11536,1208.05,0.119371
5.784,5.01829,145.062,100.8,120.988,24,147.508,0.349207,15,28,4.3154,11538.5,1208.31,0.120053
5.785,5.07359,142.791,100.8,121.029,24,147.427,0.349016,15,28,4.31318,11532.6,1207.69,0.118234
