Time,Icc,Pm,Vwind,Pout,Vcc,S1.Pm,S1.Cp,S1.pitch,S1.v_ms,S1.lambda,S1.RPM,S1.rad_s,S1.torque
1.016,3.14562,67.3671,100.8,62.8656,18,77.1313,0.1826,15,28,3.27096,8745.9,915.869,0.0735554
1.017,3.16352,68.5369,100.8,62.865,18,77.2073,0.182779,15,28,3.27212,8749.02,916.195,0.0748059
1.018,4.59945,68.9771,100.8,62.8634,18,77.2805,0.182953,15,28,3.27325,8752.02,916.51,0.0752607
1.019,3.09162,97.7899,100.8,62.863,18,77.1729,0.182698,15,28,3.2716,8747.61,916.048,0.106752
1.02,3.14565,67.3671,100.8,62.8635,18,77.1314,0.1826,15,28,3.27096,8745.91,915.869,0.0735554
1.021,3.16354,68.5369,100.8,62.863,18,77.2074,0.18278,15,28,3.27213,8749.02,916.196,0.0748059
1.022,4.59949,68.9772,100.8,62.8616,18,77.2806,0.182953,15,28,3.27325,8752.03,916.51,0.0752607
1.023,3.09164,97.7899,100.8,62.8613,18,77.173,0.182698,15,28,3.2716,8747.61,916.048,0.106752
1.024,3.14565,67.4713,100.8,62.8619,18,77.1314,0.1826,15,28,3.27096,8745.91,915.869,0.0736691
1.025,3.16356,68.5369,100.8,62.8615,18,77.2075,0.18278,15,28,3.27213,8749.03,916.196,0.0748059
1.026,4.59951,68.9772,100.8,62.8602,18,77.2807,0.182953,15,28,3.27325,8752.03,916.51,0.0752607
1.027,3.09167,97.7899,100.8,62.86,18,77.1731,0.182698,15,28,3.2716,8747.62,916.048,0.106752
1.028,3.14566,67.3672,100.8,62.8608,18,77.1315,0.1826,15,28,3.27096,8745.91,915.87,0.0735554
1.029,3.16357,68.5369,100.8,62.8605,18,77.2075,0.18278,15,28,3.27213,8749.03,916.196,0.0748059
1.03,4.59952,68.9772,100.8,62.8592,18,77.2807,0.182953,15,28,3.27325,8752.03,916.51,0.0752607
1.031,3.09167,97.79,100.8,62.8591,18,77.1731,0.182699,15,28,3.2716,8747.62,916.049,0.106752
1.032,3.14568,67.3672,100.8,62.86,18,77.1316,0.1826,15,28,3.27096,8745.91,915.87,0.0735554
1.033,3.16359,68.5369,100.8,62.8598,18,77.2076,0.18278,15,28,3.27213,8749.03,916.197,0.0748059
1.034,4.59957,68.9772,100.8,62.8587,18,77.2808,0.182953,15,28,3.27325,8752.03,916.511,0.0752607
1.035,3.09168,97.79,100.8,62.8587,18,77.1732,0.182699,15,28,3.2716,8747.62,916.049,0.106752
1.036,3.14569,67.4713,100.8,62.8597,18,77.1316,0.1826,15,28,3.27096,8745.92,915.87,0.0736691
1.037,3.16361,68.537,100.8,62.8596,18,77.2076,0.18278,15,28,3.27213,8749.03,916.197,0.0748059
1.038,4.59957,68.9772,100.8,62.8586,18,77.2808,0.182953,15,28,3.27325,8752.03,916.511,0.0752607
1.039,3.0917,97.79,100.8,62.8586,18,77.1732,0.182699,15,28,3.2716,8747.62,916.049,0.106752
1.04,3.1457,67.3672,100.8,62.8597,18,77.1316,0.1826,15,28,3.27096,8745.92,915.87,0.0735554
1.041,3.16361,68.537,100.8,62.8597,18,77.2077,0.18278,15,28,3.27213,8749.04,916.197,0.0748059
1.042,4.59957,68.9773,100.8,62.8588,18,77.2809,0.182954,15,28,3.27325,8752.04,916.511,0.0752607
1.043,3.0917,97.79,100.8,62.8589,18,77.1733,0.182699,15,28,3.2716,8747.63,916.049,0.106752
1.044,3.14572,67.3672,100.8,62.8601,18,77.1317,0.1826,15,28,3.27096,8745.92,915.871,0.0735554
1.045,3.16362,68.537,100.8,62.8602,18,77.2077,0.18278,15,28,3.27213,8749.04,916.197,0.0748059
1.046,4.5996,68.9773,100.8,62.8593,18,77.2809,0.182954,15,28,3.27325,8752.04,916.511,0.0752607
1.047,3.09171,97.79,100.8,62.8596,18,77.1733,0.182699,15,28,3.2716,8747.63,916.049,0.106752
1.048,3.14572,67.3672,100.8,62.8608,18,77.1317,0.182601,15,28,3.27096,8745.92,915.871,0.0735554
1.049,3.16363,68.537,100.8,62.861,18,77.2077,0.18278,15,28,3.27213,8749.04,916.197,0.0748059
1.05,4.5996,68.9773,100.8,62.8602,18,77.2809,0.182954,15,28,3.27325,8752.04,916.511,0.0752607
1.051,3.09173,97.8942,100.8,62.8605,18,77.1733,0.182699,15,28,3.2716,8747.63,916.049,0.106866
1.052,3.14573,67.4714,100.8,62.8618,18,77.1318,0.182601,15,28,3.27096,8745.92,915.871,0.0736691
1.053,3.16363,68.4328,100.8,62.862,18,77.2078,0.182781,15,28,3.27213,8749.04,916.197,0.0746923
1.054,4.59961,68.9773,100.8,62.8613,18,77.281,0.182954,15,28,3.27325,8752.04,916.512,0.0752607
1.055,3.09173,97.7901,100.8,62.8617,18,77.1734,0.182699,15,28,3.2716,8747.63,916.05,0.106752
1.056,3.14574,67.3672,100.8,62.8631,18,77.1318,0.182601,15,28,3.27097,8745.92,915.871,0.0735554
1.057,3.16364,68.4329,100.8,62.8634,18,77.2078,0.182781,15,28,3.27213,8749.04,916.197,0.0746923
1.058,4.59965,68.9773,100.8,62.8627,18,77.281,0.182954,15,28,3.27325,8752.04,916.512,0.0752607
1.059,3.09173,97.7901,100.8,62.8632,18,77.1734,0.182699,15,28,3.2716,8747.63,916.05,0.106752
1.06,3.14574,67.4714,100.8,62.8646,18,77.1318,0.182601,15,28,3.27097,8745.92,915.871,0.0736691
1.061,3.16366,68.4329,100.8,62.865,18,77.2078,0.182781,15,28,3.27213,8749.04,916.198,0.0746923
1.062,4.59964,68.8731,100.8,62.8644,18,77.281,0.182954,15,28,3.27325,8752.04,916.512,0.075147
1.063,3.09174,97.7901,100.8,62.8649,18,77.1734,0.182699,15,28,3.2716,8747.63,916.05,0.106752
1.064,3.14575,67.3673,100.8,62.8664,18,77.1318,0.182601,15,28,3.27097,8745.93,915.871,0.0735554
1.065,3.16366,68.4329,100.8,62.8668,18,77.2079,0.182781,15,28,3.27213,8749.04,916.198,0.0746923
1.066,4.59964,68.9773,100.8,62.8663,18,77.281,0.182954,15,28,3.27325,8752.04,916.512,0.0752607
1.067,3.09174,97.7901,100.8,62.8668,18,77.1734,0.182699,15,28,3.2716,8747.63,916.05,0.106752
1.068,3.14577,67.4714,100.8,62.8684,18,77.1319,0.182601,15,28,3.27097,8745.93,915.871,0.0736691
1.069,3.16366,68.4329,100.8,62.8688,18,77.2079,0.182781,15,28,3.27213,8749.04,916.198,0.0746923
1.07,4.59966,68.8731,100.8,62.8684,18,77.2811,0.182954,15,28,3.27325,8752.04,916.512,0.075147
1.071,3.09175,97.7901,100.8,62.869,18,77.1735,0.182699,15,28,3.2716,8747.63,916.05,0.106752
1.072,3.14576,67.4714,100.8,62.8706,18,77.1319,0.182601,15,28,3.27097,8745.93,915.871,0.0736691
1.073,3.16367,68.4329,100.8,62.8711,18,77.2079,0.182781,15,28,3.27213,8749.05,916.198,0.0746923
1.074,4.59966,68.9773,100.8,62.8706,18,77.2811,0.182954,15,28,3.27325,8752.05,916.512,0.0752607
1.075,3.09177,97.7901,100.8,62.8713,18,77.1735,0.182699,15,28,3.2716,8747.63,916.05,0.106752
1.076,3.14576,67.3673,100.8,62.8729,18,77.1319,0.182601,15,28,3.27097,8745.93,915.871,0.0735554
1.077,3.16367,68.4329,100.8,62.8735,18,77.2079,0.182781,15,28,3.27213,8749.05,916.198,0.0746923
1.078,4.59966,68.8731,100.8,62.8731,18,77.2811,0.182954,15,28,3.27325,8752.05,916.512,0.075147
1.079,3.09176,97.7901,100.8,62.8738,18,77.1735,0.182699,15,28,3.27161,8747.63,916.05,0.106752
1.08,3.14577,67.3673,100.8,62.8754,18,77.1319,0.182601,15,28,3.27097,8745.93,915.872,0.0735554
1.081,3.16367,68.4329,100.8,62.876,18,77.2079,0.182781,15,28,3.27213,8749.05,916.198,0.0746923
1.082,4.59969,68.9773,100.8,62.8757,18,77.2811,0.182954,15,28,3.27326,8752.05,916.512,0.0752607
1.083,3.09176,97.7901,100.8,62.8764,18,77.1735,0.182699,15,28,3.27161,8747.64,916.05,0.106752
1.084,3.14577,67.3673,100.8,62.8781,18,77.1319,0.182601,15,28,3.27097,8745.93,915.872,0.0735554
1.085,3.16369,68.3287,100.8,62.8787,18,77.2079,0.182781,15,28,3.27213,8749.05,916.198,0.0745786
1.086,4.59968,68.9773,100.8,62.8784,18,77.2811,0.182954,15,28,3.27326,8752.05,916.512,0.0752607
1.087,3.09177,97.7901,100.8,62.8792,18,77.1735,0.182699,15,28,3.27161,8747.64,916.05,0.106752
1.088,3.14577,67.3673,100.8,62.8809,18,77.1319,0.182601,15,28,3.27097,8745.93,915.872,0.0735554
1.089,3.16368,68.3287,100.8,62.8816,18,77.208,0.182781,15,28,3.27213,8749.05,916.198,0.0745786
1.09,4.59967,68.9773,100.8,62.8813,18,77.2811,0.182954,15,28,3.27326,8752.05,916.512,0.0752607
1.091,3.09177,97.7902,100.8,62.882,18,77.1735,0.1827,15,28,3.27161,8747.64,916.05,0.106752
1.092,3.14579,67.3673,100.8,62.8838,18,77.132,0.182601,15,28,3.27097,8745.93,915.872,0.0735554
1.093,3.16368,68.4329,100.8,62.8845,18,77.208,0.182781,15,28,3.27213,8749.05,916.198,0.0746923
1.094,4.59969,68.9773,100.8,62.8842,18,77.2812,0.182954,15,28,3.27326,8752.05,916.512,0.0752607
1.095,3.09177,97.7902,100.8,62.885,18,77.1735,0.1827,15,28,3.27161,8747.64,916.05,0.106752
1.096,3.14578,67.3673,100.8,62.8868,18,77.132,0.182601,15,28,3.27097,8745.93,915.872,0.0735554
1.097,3.16369,68.3288,100.8,62.8875,18,77.208,0.182781,15,28,3.27213,8749.05,916.198,0.0745786
1.098,4.59969,68.9774,100.8,62.8873,18,77.2812,0.182954,15,28,3.27326,8752.05,916.512,0.0752607
1.099,3.09179,97.7902,100.8,62.8881,18,77.1736,0.1827,15,28,3.27161,8747.64,916.05,0.106752
1.1,3.14578,67.4714,100.8,62.8899,18,77.132,0.182601,15,28,3.27097,8745.93,915.872,0.0736691
1.101,3.16369,68.4329,100.8,62.8906,18,77.208,0.182781,15,28,3.27213,8749.05,916.198,0.0746923
1.102,4.59969,68.9774,100.8,62.8904,18,77.2812,0.182954,15,28,3.27326,8752.05,916.512,0.0752607
1.103,3.09178,97.7902,100.8,62.8912,18,77.1736,0.1827,15,28,3.27161,8747.64,916.05,0.106752
1.104,3.14579,67.3673,100.8,62.8931,18,77.132,0.182601,15,28,3.27097,8745.93,915.872,0.0735554
1.105,3.16369,68.4329,100.8,62.8938,18,77.208,0.182781,15,28,3.27213,8749.05,916.198,0.0746923
1.106,4.59972,68.8732,100.8,62.8936,18,77.2812,0.182954,15,28,3.27326,8752.05,916.512,0.075147
1.107,3.09178,97.7902,100.8,62.8944,18,77.1736,0.1827,15,28,3.27161,8747.64,916.051,0.106752
1.108,3.14578,67.4714,100.8,62.8963,18,77.132,0.182601,15,28,3.27097,8745.93,915.872,0.0736691
1.109,3.1637,68.4329,100.8,62.897,18,77.208,0.182781,15,28,3.27213,8749.05,916.198,0.0746923
1.11,4.5997,68.9774,100.8,62.8968,18,77.2812,0.182954,15,28,3.27326,8752.05,916.512,0.0752607
1.111,3.09178,97.7902,100.8,62.8977,18,77.1736,0.1827,15,28,3.27161,8747.64,916.051,0.106752
1.112,3.14579,67.3673,100.8,62.8995,18,77.132,0.182601,15,28,3.27097,8745.93,915.872,0.0735554
1.113,3.16369,68.4329,100.8,62.9003,18,77.208,0.182781,15,28,3.27213,8749.05,916.198,0.0746923
1.114,4.59969,68.8732,100.8,62.9001,18,77.2812,0.182954,15,28,3.27326,8752.05,916.513,0.075147
1.115,3.09178,97.7902,100.8,62.901,18,77.1736,0.1827,15,28,3.27161,8747.64,916.051,0.106752
1.116,3.1458,67.4714,100.8,62.9028,18,77.132,0.182601,15,28,3.27097,8745.93,915.872,0.0736691
1.117,3.16369,68.4329,100.8,62.9036,18,77.208,0.182781,15,28,3.27213,8749.05,916.198,0.0746923
1.118,4.59971,68.9774,100.8,62.9034,18,77.2812,0.182954,15,28,3.27326,8752.05,916.513,0.0752607
1.119,3.09178,97.7902,100.8,62.9043,18,77.1736,0.1827,15,28,3.27161,8747.64,916.051,0.106752
1.12,3.14579,67.3673,100.8,62.9062,18,77.132,0.182601,15,28,3.27097,8745.93,915.872,0.0735554
1.121,3.1637,68.4329,100.8,62.9069,18,77.208,0.182781,15,28,3.27213,8749.05,916.198,0.0746923
1.122,4.5997,68.9774,100.8,62.9067,18,77.2812,0.182954,15,28,3.27326,8752.05,916.513,0.0752607
1.123,3.0918,97.7902,100.8,62.9076,18,77.1736,0.1827,15,28,3.27161,8747.64,916.051,0.106752
1.124,3.14579,67.3673,100.8,62.9095,18,77.132,0.182601,15,28,3.27097,8745.93,915.872,0.0735554
1.125,3.1637,68.3288,100.8,62.9103,18,77.208,0.182781,15,28,3.27213,8749.05,916.198,0.0745786
1.126,4.5997,68.9774,100.8,62.9101,18,77.2812,0.182954,15,28,3.27326,8752.05,916.513,0.0752607
1.127,3.09179,97.8943,100.8,62.911,18,77.1736,0.1827,15,28,3.27161,8747.64,916.051,0.106866
1.128,3.1458,67.3673,100.8,62.9128,18,77.132,0.182601,15,28,3.27097,8745.93,915.872,0.0735554
1.129,3.1637,68.4329,100.8,62.9136,18,77.208,0.182781,15,28,3.27213,8749.05,916.198,0.0746923
1.13,4.59973,68.8732,100.8,62.9134,18,77.2812,0.182954,15,28,3.27326,8752.05,916.513,0.075147
1.131,3.09178,97.7902,100.8,62.9143,18,77.1736,0.1827,15,28,3.27161,8747.64,916.051,0.106752
1.132,3.14579,67.3673,100.8,62.9162,18,77.132,0.182601,15,28,3.27097,8745.93,915.872,0.0735554
1.133,3.16371,68.3288,100.8,62.917,18,77.208,0.182781,15,28,3.27213,8749.05,916.198,0.0745786
1.134,4.59972,68.9774,100.8,62.9168,18,77.2812,0.182954,15,28,3.27326,8752.05,916.513,0.0752607
1.135,3.09179,97.7902,100.8,62.9176,18,77.1736,0.1827,15,28,3.27161,8747.64,916.051,0.106752
1.136,3.1458,67.4714,100.8,62.9195,18,77.132,0.182601,15,28,3.27097,8745.93,915.872,0.0736691
1.137,3.1637,68.4329,100.8,62.9203,18,77.208,0.182781,15,28,3.27213,8749.05,916.198,0.0746923
1.138,4.5997,68.9774,100.8,62.9201,18,77.2812,0.182954,15,28,3.27326,8752.05,916.513,0.0752607
1.139,3.09179,97.7902,100.8,62.921,18,77.1736,0.1827,15,28,3.27161,8747.64,916.051,0.106752
1.14,3.14581,67.4714,100.8,62.9228,18,77.132,0.182601,15,28,3.27097,8745.93,915.872,0.0736691
1.141,3.1637,68.4329,100.8,62.9236,18,77.208,0.182781,15,28,3.27213,8749.05,916.199,0.0746923
1.142,4.59972,68.8732,100.8,62.9234,18,77.2812,0.182954,15,28,3.27326,8752.05,916.513,0.075147
1.143,3.09179,97.7902,100.8,62.9243,18,77.1736,0.1827,15,28,3.27161,8747.64,916.051,0.106752
1.144,3.1458,67.4714,100.8,62.9261,18,77.132,0.182601,15,28,3.27097,8745.93,915.872,0.0736691
1.145,3.16371,68.4329,100.8,62.9269,18,77.208,0.182781,15,28,3.27213,8749.05,916.199,0.0746923
1.146,4.59971,68.9774,100.8,62.9267,18,77.2812,0.182954,15,28,3.27326,8752.05,916.513,0.0752607
1.147,3.0918,97.7902,100.8,62.9275,18,77.1736,0.1827,15,28,3.27161,8747.64,916.051,0.106752
1.148,3.1458,67.3673,100.8,62.9294,18,77.132,0.182601,15,28,3.27097,8745.93,915.872,0.0735554
1.149,3.1637,68.4329,100.8,62.9301,18,77.208,0.182781,15,28,3.27214,8749.05,916.199,0.0746923
1.15,4.59971,68.9774,100.8,62.9299,18,77.2812,0.182954,15,28,3.27326,8752.05,916.513,0.0752607
1.151,3.09179,97.7902,100.8,62.9308,18,77.1736,0.1827,15,28,3.27161,8747.64,916.051,0.106752
1.152,3.1458,67.4714,100.8,62.9326,18,77.132,0.182601,15,28,3.27097,8745.93,915.872,0.0736691
1.153,3.1637,68.4329,100.8,62.9333,18,77.2081,0.182781,15,28,3.27214,8749.05,916.199,0.0746923
1.154,4.59974,68.9774,100.8,62.9331,18,77.2812,0.182954,15,28,3.27326,8752.05,916.513,0.0752607
1.155,3.09179,97.7902,100.8,62.9339,18,77.1736,0.1827,15,28,3.27161,8747.64,916.051,0.106752
1.156,3.1458,67.4714,100.8,62.9358,18,77.132,0.182601,15,28,3.27097,8745.93,915.872,0.0736691
1.157,3.16372,68.4329,100.8,62.9365,18,77.2081,0.182781,15,28,3.27214,8749.05,916.199,0.0746923
1.158,4.59972,68.9774,100.8,62.9362,18,77.2812,0.182954,15,28,3.27326,8752.05,916.513,0.0752607
1.159,3.09179,97.7902,100.8,62.9371,18,77.1736,0.1827,15,28,3.27161,8747.64,916.051,0.106752
1.16,3.1458,67.3673,100.8,62.9389,18,77.132,0.182601,15,28,3.27097,8745.93,915.872,0.0735554
1.161,3.16371,68.4329,100.8,62.9396,18,77.2081,0.182781,15,28,3.27214,8749.05,916.199,0.0746923
1.162,4.59971,68.9774,100.8,62.9394,18,77.2812,0.182954,15,28,3.27326,8752.05,916.513,0.0752607
1.163,3.09179,97.7902,100.8,62.9402,18,77.1736,0.1827,15,28,3.27161,8747.64,916.051,0.106752
1.164,3.14581,67.4714,100.8,62.942,18,77.132,0.182601,15,28,3.27097,8745.93,915.872,0.0736691
1.165,3.1637,68.4329,100.8,62.9427,18,77.2081,0.182781,15,28,3.27214,8749.05,916.199,0.0746923
1.166,4.59972,68.9774,100.8,62.9424,18,77.2812,0.182955,15,28,3.27326,8752.05,916.513,0.0752607
1.167,3.09179,97.7902,100.8,62.9432,18,77.1736,0.1827,15,28,3.27161,8747.64,916.051,0.106752
1.168,3.1458,67.3673,100.8,62.945,18,77.132,0.182601,15,28,3.27097,8745.93,915.872,0.0735554
1.169,3.16371,68.4329,100.8,62.9457,18,77.2081,0.182781,15,28,3.27214,8749.05,916.199,0.0746923
1.17,4.59972,68.9774,100.8,62.9454,18,77.2812,0.182955,15,28,3.27326,8752.05,916.513,0.0752607
1.171,3.0918,97.7902,100.8,62.9462,18,77.1736,0.1827,15,28,3.27161,8747.64,916.051,0.106752
1.172,3.1458,67.3673,100.8,62.948,18,77.132,0.182601,15,28,3.27097,8745.93,915.872,0.0735554
1.173,3.1637,68.4329,100.8,62.9486,18,77.2081,0.182781,15,28,3.27214,8749.05,916.199,0.0746923
1.174,4.59971,68.9774,100.8,62.9483,18,77.2812,0.182955,15,28,3.27326,8752.05,916.513,0.0752607
1.175,3.09179,97.7902,100.8,62.9491,18,77.1736,0.1827,15,28,3.27161,8747.64,916.051,0.106752
1.176,3.14581,67.4714,100.8,62.9509,18,77.1321,0.182601,15,28,3.27097,8745.93,915.872,0.0736691
1.177,3.16371,68.4329,100.8,62.9515,18,77.2081,0.182781,15,28,3.27214,8749.05,916.199,0.0746923
1.178,4.59974,68.9774,100.8,62.9512,18,77.2813,0.182955,15,28,3.27326,8752.05,916.513,0.0752607
1.179,3.09179,97.7902,100.8,62.952,18,77.1736,0.1827,15,28,3.27161,8747.64,916.051,0.106752
1.18,3.1458,67.4714,100.8,62.9537,18,77.1321,0.182601,15,28,3.27097,8745.93,915.872,0.0736691
1.181,3.16372,68.4329,100.8,62.9544,18,77.2081,0.182781,15,28,3.27214,8749.05,916.199,0.0746923
1.182,4.59972,68.9774,100.8,62.954,18,77.2813,0.182955,15,28,3.27326,8752.05,916.513,0.0752607
1.183,3.0918,97.7902,100.8,62.9548,18,77.1736,0.1827,15,28,3.27161,8747.64,916.051,0.106752
1.184,3.1458,67.3673,100.8,62.9565,18,77.1321,0.182601,15,28,3.27097,8745.93,915.872,0.0735554
1.185,3.16371,68.4329,100.8,62.9571,18,77.2081,0.182781,15,28,3.27214,8749.05,916.199,0.0746923
1.186,4.59971,68.9774,100.8,62.9568,18,77.2813,0.182955,15,28,3.27326,8752.05,916.513,0.0752607
1.187,3.09179,97.7902,100.8,62.9575,18,77.1736,0.1827,15,28,3.27161,8747.64,916.051,0.106752
1.188,3.14581,67.3673,100.8,62.9592,18,77.1321,0.182601,15,28,3.27097,8745.93,915.872,0.0735554
1.189,3.16371,68.4329,100.8,62.9598,18,77.2081,0.182781,15,28,3.27214,8749.05,916.199,0.0746923
1.19,4.59973,68.8732,100.8,62.9594,18,77.2813,0.182955,15,28,3.27326,8752.05,916.513,0.075147
1.191,3.09179,97.7902,100.8,62.9601,18,77.1736,0.1827,15,28,3.27161,8747.64,916.051,0.106752
1.192,3.1458,67.3673,100.8,62.9618,18,77.1321,0.182601,15,28,3.27097,8745.93,915.872,0.0735554
1.193,3.16371,68.3288,100.8,62.9624,18,77.2081,0.182781,15,28,3.27214,8749.05,916.199,0.0745786
1.194,4.59972,68.9774,100.8,62.962,18,77.2813,0.182955,15,28,3.27326,8752.05,916.513,0.0752607
1.195,3.09181,97.7902,100.8,62.9627,18,77.1736,0.1827,15,28,3.27161,8747.64,916.051,0.106752
1.196,3.1458,67.3673,100.8,62.9644,18,77.1321,0.182601,15,28,3.27097,8745.93,915.872,0.0735554
1.197,3.16371,68.4329,100.8,62.965,18,77.2081,0.182781,15,28,3.27214,8749.05,916.199,0.0746923
1.198,4.59972,68.9774,100.8,62.9645,18,77.2813,0.182955,15,28,3.27326,8752.05,916.513,0.0752607
1.199,3.09179,97.7902,100.8,62.9652,18,77.1736,0.1827,15,28,3.27161,8747.64,916.051,0.106752
1.2,3.14581,67.3673,100.8,62.9669,18,77.1321,0.182601,15,28,3.27097,8745.93,915.872,0.0735554
1.201,3.16371,68.4329,100.8,62.9674,18,77.2081,0.182781,15,28,3.27214,8749.05,916.199,0.0746923
1.202,4.59974,68.9774,100.8,62.967,18,77.2813,0.182955,15,28,3.27326,8752.05,916.513,0.0752607
1.203,3.09179,97.7902,100.8,62.9676,18,77.1736,0.1827,15,28,3.27161,8747.64,916.051,0.106752
1.204,3.1458,67.3673,100.8,62.9693,18,77.1321,0.182601,15,28,3.27097,8745.93,915.872,0.0735554
1.205,3.16372,68.4329,100.8,62.9698,18,77.2081,0.182781,15,28,3.27214,8749.05,916.199,0.0746923
1.206,4.59973,68.9774,100.8,62.9694,18,77.2813,0.182955,15,28,3.27326,8752.05,916.513,0.0752607
1.207,3.0918,97.7902,100.8,62.97,18,77.1736,0.1827,15,28,3.27161,8747.64,916.051,0.106752
1.208,3.1458,67.4715,100.8,62.9716,18,77.1321,0.182601,15,28,3.27097,8745.93,915.872,0.0736691
1.209,3.16371,68.4329,100.8,62.9721,18,77.2081,0.182781,15,28,3.27214,8749.05,916.199,0.0746923
1.21,4.59971,68.9774,100.8,62.9717,18,77.2813,0.182955,15,28,3.27326,8752.05,916.513,0.0752607
1.211,3.09179,97.7902,100.8,62.9723,18,77.1736,0.1827,15,28,3.27161,8747.64,916.051,0.106752
1.212,3.14582,67.4715,100.8,62.9739,18,77.1321,0.182601,15,28,3.27097,8745.93,915.872,0.0736691
1.213,3.16371,68.3288,100.8,62.9744,18,77.2081,0.182781,15,28,3.27214,8749.05,916.199,0.0745786
1.214,4.59973,68.8732,100.8,62.9739,18,77.2813,0.182955,15,28,3.27326,8752.05,916.513,0.075147
1.215,3.09179,97.7902,100.8,62.9745,18,77.1736,0.1827,15,28,3.27161,8747.64,916.051,0.106752
1.216,3.1458,67.3673,100.8,62.976,18,77.1321,0.182601,15,28,3.27097,8745.93,915.872,0.0735554
1.217,3.16371,68.4329,100.8,62.9765,18,77.2081,0.182781,15,28,3.27214,8749.05,916.199,0.0746923
1.218,4.59972,68.9774,100.8,62.976,18,77.2813,0.182955,15,28,3.27326,8752.05,916.513,0.0752607
1.219,3.09181,97.7902,100.8,62.9766,18,77.1736,0.1827,15,28,3.27161,8747.64,916.051,0.106752
1.22,3.1458,67.4715,100.8,62.9781,18,77.1321,0.182601,15,28,3.27097,8745.93,915.872,0.0736691
1.221,3.16371,68.4329,100.8,62.9786,18,77.2081,0.182781,15,28,3.27214,8749.05,916.199,0.0746923
1.222,4.59972,68.9774,100.8,62.9781,18,77.2813,0.182955,15,28,3.27326,8752.05,916.513,0.0752607
1.223,3.0918,97.7902,100.8,62.9786,18,77.1736,0.1827,15,28,3.27161,8747.64,916.051,0.106752
1.224,3.14581,67.3673,100.8,62.9802,18,77.1321,0.182601,15,28,3.27097,8745.94,915.872,0.0735554
1.225,3.16371,68.4329,100.8,62.9806,18,77.2081,0.182781,15,28,3.27214,8749.05,916.199,0.0746923
1.226,4.59974,68.8732,100.8,62.9801,18,77.2813,0.182955,15,28,3.27326,8752.05,916.513,0.075147
1.227,3.09179,97.7902,100.8,62.9806,18,77.1736,0.1827,15,28,3.27161,8747.64,916.051,0.106752
1.228,3.1458,67.3673,100.8,62.9821,18,77.1321,0.182601,15,28,3.27097,8745.93,915.872,0.0735554
1.229,3.16372,68.4329,100.8,62.9825,18,77.2081,0.182781,15,28,3.27214,8749.05,916.199,0.0746923
1.23,4.59973,68.9774,100.8,62.982,18,77.2813,0.182955,15,28,3.27326,8752.05,916.513,0.0752607
1.231,3.0918,97.7902,100.8,62.9825,18,77.1736,0.1827,15,28,3.27161,8747.64,916.051,0.106752
1.232,3.1458,67.3673,100.8,62.984,18,77.1321,0.182601,15,28,3.27097,8745.93,915.872,0.0735554
1.233,3.16371,68.4329,100.8,62.9844,18,77.2081,0.182781,15,28,3.27214,8749.05,916.199,0.0746923
1.234,4.59971,68.9774,100.8,62.9838,18,77.2813,0.182955,15,28,3.27326,8752.05,916.513,0.0752607
1.235,3.09179,97.7902,100.8,62.9843,18,77.1736,0.1827,15,28,3.27161,8747.64,916.051,0.106752
1.236,3.14582,67.4715,100.8,62.9858,18,77.1321,0.182601,15,28,3.27097,8745.94,915.872,0.0736691
1.237,3.16371,68.4329,100.8,62.9862,18,77.2081,0.182781,15,28,3.27214,8749.05,916.199,0.0746923
1.238,4.59973,68.8732,100.8,62.9856,18,77.2813,0.182955,15,28,3.27326,8752.05,916.513,0.075147
1.239,3.09179,97.7902,100.8,62.9861,18,77.1736,0.1827,15,28,3.27161,8747.64,916.051,0.106752
1.24,3.1458,67.3673,100.8,62.9875,18,77.1321,0.182601,15,28,3.27097,8745.93,915.872,0.0735554
1.241,3.16371,68.3288,100.8,62.9879,18,77.2081,0.182781,15,28,3.27214,8749.05,916.199,0.0745786
1.242,4.59972,68.9774,100.8,62.9873,18,77.2813,0.182955,15,28,3.27326,8752.05,916.513,0.0752607
1.243,3.09181,97.7902,100.8,62.9877,18,77.1736,0.1827,15,28,3.27161,8747.64,916.051,0.106752
1.244,3.1458,67.3673,100.8,62.9892,18,77.1321,0.182601,15,28,3.27097,8745.94,915.872,0.0735554
1.245,3.16371,68.4329,100.8,62.9895,18,77.2081,0.182781,15,28,3.27214,8749.05,916.199,0.0746923
1.246,4.59972,68.9774,100.8,62.9889,18,77.2813,0.182955,15,28,3.27326,8752.05,916.513,0.0752607
1.247,3.0918,97.7902,100.8,62.9893,18,77.1736,0.1827,15,28,3.27161,8747.64,916.051,0.106752
1.248,3.14581,67.3673,100.8,62.9907,18,77.1321,0.182601,15,28,3.27097,8745.94,915.872,0.0735554
1.249,3.16371,68.3288,100.8,62.9911,18,77.2081,0.182781,15,28,3.27214,8749.05,916.199,0.0745786
1.25,4.59974,68.9774,100.8,62.9904,18,77.2813,0.182955,15,28,3.27326,8752.05,916.513,0.0752607
1.251,3.09179,97.7902,100.8,62.9908,18,77.1736,0.1827,15,28,3.27161,8747.64,916.051,0.106752
1.252,3.1458,67.3673,100.8,62.9922,18,77.1321,0.182601,15,28,3.27097,8745.94,915.872,0.0735554
1.253,3.16372,68.4329,100.8,62.9925,18,77.2081,0.182781,15,28,3.27214,8749.05,916.199,0.0746923
