Time,Icc,Pm,Vwind,D,Pout,Vcc,S1.Pm,S1.Cp,S1.pitch,S1.v_ms,S1.lambda,S1.RPM,S1.rad_s,S1.torque
0.187,-3.47455e-006,2.58234,75.6,0.03366,-6.93367e-005,23.1922,35.6256,0.199916,15,21,3.38013,6778.36,709.828,0.00363798
0.188,-3.471e-006,2.58572,75.6,0.03384,-6.96041e-005,23.1878,35.7542,0.200637,15,21,3.38456,6787.24,710.758,0.00363798
0.189,-3.47455e-006,2.58911,75.6,0.03402,-6.98685e-005,23.1835,35.8833,0.201362,15,21,3.389,6796.14,711.69,0.00363798
0.19,-3.47455e-006,2.59251,75.6,0.0342,-7.013e-005,23.1792,36.013,0.20209,15,21,3.39344,6805.06,712.624,0.00363798
0.191,-3.47811e-006,2.59592,75.6,0.03438,-7.03886e-005,23.1749,36.1432,0.202821,15,21,3.3979,6814,713.56,0.00363798
0.192,-3.471e-006,2.59933,75.6,0.03456,-7.06442e-005,23.1706,36.274,0.203554,15,21,3.40237,6822.96,714.499,0.00363798
0.193,-3.46745e-006,2.68409,75.6,0.03474,-7.08969e-005,23.1662,36.4053,0.204291,15,21,3.40685,6831.94,715.439,0.00375167
0.194,-3.4639e-006,2.60618,75.6,0.03492,-7.11467e-005,23.1619,36.5372,0.205032,15,21,3.41134,6840.95,716.382,0.00363798
0.195,-3.471e-006,2.60962,75.6,0.0351,-7.13936e-005,23.1576,36.6697,0.205775,15,21,3.41584,6849.97,717.327,0.00363798
0.196,-3.46745e-006,2.61307,75.6,0.03528,-7.16377e-005,23.1533,36.8027,0.206521,15,21,3.42035,6859.02,718.274,0.00363798
0.197,-3.46745e-006,2.61652,75.6,0.03546,-7.18788e-005,23.149,36.9363,0.207271,15,21,3.42487,6868.08,719.224,0.00363798
0.198,-3.471e-006,2.61998,75.6,0.03564,-7.2117e-005,23.1446,37.0704,0.208024,15,21,3.4294,6877.17,720.176,0.00363798
0.199,-3.4639e-006,2.62345,75.6,0.03582,-7.23524e-005,23.1403,37.2051,0.208779,15,21,3.43395,6886.28,721.129,0.00363798
0.2,-3.46745e-006,2.70902,75.6,0.036,-7.2585e-005,23.136,37.3403,0.209538,15,21,3.4385,6895.41,722.085,0.00375167
0.201,-3.4639e-006,2.71262,75.6,0.03618,-7.28146e-005,23.1317,37.4761,0.2103,15,21,3.44306,6904.56,723.044,0.00375167
0.202,-3.4639e-006,2.71622,75.6,0.03636,-7.30415e-005,23.1274,37.6125,0.211066,15,21,3.44764,6913.73,724.004,0.00375167
0.203,-3.4639e-006,2.63741,75.6,0.03654,-7.32654e-005,23.123,37.7495,0.211834,15,21,3.45222,6922.93,724.967,0.00363798
0.204,-3.45679e-006,2.72345,75.6,0.03672,-7.34866e-005,23.1187,37.8869,0.212606,15,21,3.45682,6932.14,725.932,0.00375167
0.205,-3.4639e-006,2.72708,75.6,0.0369,-7.37049e-005,23.1144,38.025,0.21338,15,21,3.46142,6941.38,726.899,0.00375167
0.206,-3.45679e-006,2.73072,75.6,0.03708,-7.39205e-005,23.1101,38.1636,0.214158,15,21,3.46604,6950.64,727.869,0.00375167
0.207,-3.45679e-006,2.73437,75.6,0.03726,-7.41332e-005,23.1058,38.3028,0.214939,15,21,3.47067,6959.92,728.841,0.00375167
0.208,-3.46034e-006,2.73802,75.6,0.03744,-7.43431e-005,23.1014,38.4425,0.215723,15,21,3.47531,6969.22,729.815,0.00375167
0.209,-3.4639e-006,2.82476,75.6,0.03762,-7.45502e-005,23.0971,38.5828,0.216511,15,21,3.47995,6978.54,730.791,0.00386535
0.21,-3.45679e-006,2.74535,75.6,0.0378,-7.47546e-005,23.0928,38.7237,0.217301,15,21,3.48461,6987.88,731.77,0.00375167
0.211,-3.45679e-006,2.74903,75.6,0.03798,-7.49562e-005,23.0885,38.8651,0.218095,15,21,3.48929,6997.25,732.75,0.00375167
0.212,-3.44968e-006,2.75272,75.6,0.03816,-7.5155e-005,23.0842,39.0071,0.218891,15,21,3.49397,7006.64,733.734,0.00375167
0.213,-3.46034e-006,2.83995,75.6,0.03834,-7.53512e-005,23.0798,39.1496,0.219691,15,21,3.49866,7016.05,734.719,0.00386535
0.214,-3.45679e-006,2.84377,75.6,0.03852,-7.55446e-005,23.0755,39.2927,0.220494,15,21,3.50336,7025.48,735.707,0.00386535
0.215,-3.45324e-006,2.84759,75.6,0.0387,-7.57352e-005,23.0712,39.4364,0.221301,15,21,3.50808,7034.94,736.697,0.00386535
0.216,-3.45679e-006,2.85143,75.6,0.03888,-7.59232e-005,23.0669,39.5806,0.22211,15,21,3.5128,7044.41,737.689,0.00386535
0.217,-3.45679e-006,2.85527,75.6,0.03906,-7.61086e-005,23.0626,39.7254,0.222922,15,21,3.51754,7053.91,738.684,0.00386535
0.218,-3.44613e-006,2.77503,75.6,0.03924,-7.62912e-005,23.0582,39.8707,0.223738,15,21,3.52229,7063.43,739.681,0.00375167
0.219,-3.45679e-006,2.86299,75.6,0.03942,-7.64712e-005,23.0539,40.0166,0.224556,15,21,3.52705,7072.97,740.68,0.00386535
0.22,-3.45679e-006,2.86686,75.6,0.0396,-7.66486e-005,23.0496,40.163,0.225378,15,21,3.53181,7082.54,741.682,0.00386535
0.221,-3.44613e-006,2.87074,75.6,0.03978,-7.68233e-005,23.0453,40.31,0.226203,15,21,3.5366,7092.12,742.686,0.00386535
0.222,-3.45324e-006,2.87463,75.6,0.03996,-7.69954e-005,23.041,40.4576,0.227031,15,21,3.54139,7101.73,743.692,0.00386535
0.223,-3.44968e-006,2.96319,75.6,0.04014,-7.71649e-005,23.0366,40.6057,0.227862,15,21,3.54619,7111.37,744.7,0.00397904
0.224,-3.44968e-006,2.96722,75.6,0.04032,-7.73318e-005,23.0323,40.7543,0.228696,15,21,3.551,7121.02,745.711,0.00397904
0.225,-3.45324e-006,2.97125,75.6,0.0405,-7.74962e-005,23.028,40.9035,0.229533,15,21,3.55583,7130.7,746.725,0.00397904
0.226,-3.44258e-006,2.89028,75.6,0.04068,-7.7658e-005,23.0237,41.0532,0.230373,15,21,3.56067,7140.39,747.74,0.00386535
0.227,-3.43903e-006,2.89421,75.6,0.04086,-7.78172e-005,23.0194,41.2035,0.231217,15,21,3.56551,7150.12,748.758,0.00386535
0.228,-3.45324e-006,2.9834,75.6,0.04104,-7.7974e-005,23.015,41.3543,0.232063,15,21,3.57037,7159.86,749.779,0.00397904
0.229,-3.44613e-006,2.90211,75.6,0.04122,-7.81282e-005,23.0107,41.5057,0.232912,15,21,3.57524,7169.63,750.801,0.00386535
0.23,-3.44613e-006,2.99155,75.6,0.0414,-7.82799e-005,23.0064,41.6575,0.233765,15,21,3.58012,7179.41,751.826,0.00397904
0.231,-3.44258e-006,2.99564,75.6,0.04158,-7.84291e-005,23.0021,41.81,0.23462,15,21,3.58502,7189.23,752.854,0.00397904
0.232,-3.43903e-006,2.99973,75.6,0.04176,-7.85759e-005,22.9978,41.9629,0.235478,15,21,3.58992,7199.06,753.884,0.00397904
0.233,-3.44968e-006,3.00384,75.6,0.04194,-7.87202e-005,22.9934,42.1164,0.23634,15,21,3.59484,7208.92,754.916,0.00397904
0.234,-3.44258e-006,3.00796,75.6,0.04212,-7.88621e-005,22.9891,42.2704,0.237204,15,21,3.59976,7218.8,755.951,0.00397904
0.235,-3.43547e-006,3.01208,75.6,0.0423,-7.90016e-005,22.9848,42.4249,0.238071,15,21,3.6047,7228.7,756.988,0.00397904
0.236,-3.43903e-006,3.01622,75.6,0.04248,-7.91387e-005,22.9805,42.58,0.238941,15,21,3.60965,7238.62,758.027,0.00397904
0.237,-3.43903e-006,3.02036,75.6,0.04266,-7.92734e-005,22.9762,42.7355,0.239814,15,21,3.61461,7248.57,759.069,0.00397904
0.238,-3.44258e-006,3.11093,75.6,0.04284,-7.94057e-005,22.9718,42.8916,0.24069,15,21,3.61958,7258.54,760.113,0.00409273
0.239,-3.44258e-006,3.02868,75.6,0.04302,-7.95356e-005,22.9675,43.0482,0.241568,15,21,3.62457,7268.54,761.159,0.00397904
0.24,-3.44258e-006,3.03286,75.6,0.0432,-7.96632e-005,22.9632,43.2053,0.24245,15,21,3.62956,7278.55,762.208,0.00397904
0.241,-3.43547e-006,3.03704,75.6,0.04338,-7.97884e-005,22.9589,43.3629,0.243334,15,21,3.63457,7288.59,763.26,0.00397904
0.242,-3.43903e-006,3.04123,75.6,0.04356,-7.99113e-005,22.9546,43.521,0.244221,15,21,3.63958,7298.65,764.313,0.00397904
0.243,-3.43547e-006,3.04543,75.6,0.04374,-8.00319e-005,22.9502,43.6796,0.245111,15,21,3.64461,7308.74,765.369,0.00397904
0.244,-3.43547e-006,3.13678,75.6,0.04392,-8.01503e-005,22.9459,43.8386,0.246004,15,21,3.64965,7318.85,766.428,0.00409273
0.245,-3.43547e-006,3.14112,75.6,0.0441,-8.02664e-005,22.9416,43.9982,0.246899,15,21,3.65471,7328.98,767.489,0.00409273
0.246,-3.43903e-006,3.14547,75.6,0.04428,-8.03802e-005,22.9373,44.1582,0.247797,15,21,3.65977,7339.13,768.552,0.00409273
0.247,-3.44258e-006,3.14984,75.6,0.04446,-8.04918e-005,22.933,44.3187,0.248698,15,21,3.66484,7349.31,769.618,0.00409273
0.248,-3.43192e-006,3.15421,75.6,0.04464,-8.06012e-005,22.9286,44.4797,0.249601,15,21,3.66993,7359.51,770.686,0.00409273
0.249,-3.42837e-006,3.15859,75.6,0.04482,-8.07084e-005,22.9243,44.6412,0.250507,15,21,3.67503,7369.73,771.757,0.00409273
0.25,-3.42837e-006,3.16298,75.6,0.045,-8.08135e-005,22.92,44.8031,0.251416,15,21,3.68014,7379.98,772.83,0.00409273
0.251,-3.42837e-006,3.16738,75.6,0.04518,-8.09164e-005,22.9157,44.9654,0.252327,15,21,3.68526,7390.25,773.905,0.00409273
0.252,-3.43192e-006,3.17179,75.6,0.04536,-8.10171e-005,22.9114,45.1282,0.253241,15,21,3.69039,7400.54,774.983,0.00409273
0.253,-3.42837e-006,3.26444,75.6,0.04554,-8.11157e-005,22.907,45.2914,0.254157,15,21,3.69554,7410.86,776.063,0.00420641
0.254,-3.42482e-006,3.18065,75.6,0.04572,-8.12122e-005,22.9027,45.4551,0.255075,15,21,3.70069,7421.2,777.146,0.00409273
0.255,-3.43192e-006,3.27356,75.6,0.0459,-8.13067e-005,22.8984,45.6192,0.255996,15,21,3.70586,7431.56,778.231,0.00420641
0.256,-3.43192e-006,3.18954,75.6,0.04608,-8.1399e-005,22.8941,45.7837,0.256919,15,21,3.71104,7441.94,779.319,0.00409273
0.257,-3.42837e-006,3.28272,75.6,0.04626,-8.14893e-005,22.8898,45.9487,0.257845,15,21,3.71623,7452.35,780.409,0.00420641
0.258,-3.42837e-006,3.28732,75.6,0.04644,-8.15775e-005,22.8854,46.114,0.258772,15,21,3.72143,7462.78,781.501,0.00420641
0.259,-3.42837e-006,3.29192,75.6,0.04662,-8.16637e-005,22.8811,46.2797,0.259702,15,21,3.72664,7473.24,782.596,0.00420641
0.26,-3.43192e-006,3.29654,75.6,0.0468,-8.17479e-005,22.8768,46.4459,0.260635,15,21,3.73187,7483.72,783.693,0.00420641
0.261,-3.42837e-006,3.30116,75.6,0.04698,-8.18302e-005,22.8725,46.6124,0.261569,15,21,3.7371,7494.22,784.793,0.00420641
0.262,-3.42482e-006,3.3058,75.6,0.04716,-8.19104e-005,22.8682,46.7792,0.262506,15,21,3.74235,7504.74,785.895,0.00420641
0.263,-3.42837e-006,3.31044,75.6,0.04734,-8.19887e-005,22.8638,46.9465,0.263444,15,21,3.74761,7515.29,786.999,0.00420641
0.264,-3.42482e-006,3.3151,75.6,0.04752,-8.20651e-005,22.8595,47.1141,0.264385,15,21,3.75288,7525.86,788.106,0.00420641
0.265,-3.42837e-006,3.31976,75.6,0.0477,-8.21395e-005,22.8552,47.282,0.265327,15,21,3.75816,7536.45,789.215,0.00420641
0.266,-3.42837e-006,3.32444,75.6,0.04788,-8.22121e-005,22.8509,47.4503,0.266271,15,21,3.76346,7547.07,790.327,0.00420641
0.267,-3.41771e-006,3.4191,75.6,0.04806,-8.22827e-005,22.8466,47.6189,0.267218,15,21,3.76876,7557.7,791.441,0.0043201
0.268,-3.42126e-006,3.42393,75.6,0.04824,-8.23515e-005,22.8422,47.7879,0.268166,15,21,3.77408,7568.37,792.557,0.0043201
0.269,-3.41771e-006,3.33853,75.6,0.04842,-8.24185e-005,22.8379,47.9571,0.269115,15,21,3.77941,7579.05,793.676,0.00420641
0.27,-3.41416e-006,3.34325,75.6,0.0486,-8.24836e-005,22.8336,48.1267,0.270067,15,21,3.78475,7589.76,794.798,0.00420641
0.271,-3.41771e-006,3.43846,75.6,0.04878,-8.25469e-005,22.8293,48.2965,0.27102,15,21,3.7901,7600.49,795.921,0.0043201
0.272,-3.41771e-006,3.35271,75.6,0.04896,-8.26084e-005,22.825,48.4666,0.271974,15,21,3.79546,7611.24,797.047,0.00420641
0.273,-3.42126e-006,3.4482,75.6,0.04914,-8.26682e-005,22.8206,48.6369,0.27293,15,21,3.80083,7622.02,798.176,0.0043201
0.274,-3.41771e-006,3.45309,75.6,0.04932,-8.27261e-005,22.8163,48.8075,0.273887,15,21,3.80622,7632.82,799.307,0.0043201
0.275,-3.41061e-006,3.45798,75.6,0.0495,-8.27823e-005,22.812,48.9784,0.274846,15,21,3.81162,7643.64,800.44,0.0043201
0.276,-3.41771e-006,3.46289,75.6,0.04968,-8.28368e-005,22.8077,49.1495,0.275806,15,21,3.81702,7654.48,801.576,0.0043201
0.277,-3.41771e-006,3.4678,75.6,0.04986,-8.28896e-005,22.8034,49.3208,0.276767,15,21,3.82244,7665.35,802.714,0.0043201
0.278,-3.39995e-006,3.38134,75.6,0.05004,-8.29406e-005,22.799,49.4923,0.27773,15,21,3.82787,7676.24,803.854,0.00420641
0.279,-3.39995e-006,3.47767,75.6,0.05022,-8.299e-005,22.7947,49.6641,0.278694,15,21,3.83332,7687.16,804.998,0.0043201
0.28,-3.38929e-006,3.48262,75.6,0.0504,-8.30376e-005,22.7904,49.8361,0.27966,15,21,3.83878,7698.11,806.144,0.0043201
0.281,-3.38574e-006,3.48759,75.6,0.05058,-8.30835e-005,22.7861,50.0083,0.280626,15,21,3.84425,7709.08,807.293,0.0043201
0.282,-3.37153e-006,3.49256,75.6,0.05076,-8.31277e-005,22.7818,50.1807,0.281593,15,21,3.84973,7720.07,808.444,0.0043201
0.283,-3.36797e-006,3.58958,75.6,0.05094,-8.31701e-005,22.7774,50.3531,0.282561,15,21,3.85522,7731.08,809.597,0.00443379
0.284,-3.36442e-006,3.5947,75.6,0.05112,-8.32109e-005,22.7731,50.5257,0.283529,15,21,3.86072,7742.12,810.753,0.00443379
0.285,-3.35731e-006,3.50754,75.6,0.0513,-8.32499e-005,22.7688,50.6984,0.284498,15,21,3.86624,7753.18,811.911,0.0043201
0.286,-3.34666e-006,3.51255,75.6,0.05148,-8.32871e-005,22.7645,50.8711,0.285467,15,21,3.87176,7764.26,813.071,0.0043201
0.287,-3.33955e-006,3.61014,75.6,0.05166,-8.33227e-005,22.7602,51.0439,0.286437,15,21,3.8773,7775.36,814.234,0.00443379
0.288,-3.33955e-006,3.6153,75.6,0.05184,-8.33565e-005,22.7558,51.2168,0.287407,15,21,3.88285,7786.48,815.398,0.00443379
0.289,-3.32534e-006,3.62048,75.6,0.05202,-8.33886e-005,22.7515,51.3897,0.288377,15,21,3.8884,7797.63,816.566,0.00443379
0.29,-3.31823e-006,3.62566,75.6,0.0522,-8.34189e-005,22.7472,51.5626,0.289348,15,21,3.89397,7808.79,817.735,0.00443379
0.291,-3.31113e-006,3.63086,75.6,0.05238,-8.34476e-005,22.7429,51.7355,0.290318,15,21,3.89955,7819.98,818.907,0.00443379
0.292,-3.31113e-006,3.63606,75.6,0.05256,-8.34745e-005,22.7386,51.9084,0.291288,15,21,3.90514,7831.19,820.081,0.00443379
0.293,-3.30402e-006,3.73464,75.6,0.05274,-8.34996e-005,22.7342,52.0812,0.292258,15,21,3.91074,7842.43,821.257,0.00454747
0.294,-3.29337e-006,3.74,75.6,0.05292,-8.3523e-005,22.7299,52.2539,0.293227,15,21,3.91636,7853.68,822.435,0.00454747
0.295,-3.28626e-006,3.65174,75.6,0.0531,-8.35447e-005,22.7256,52.4266,0.294196,15,21,3.92198,7864.95,823.616,0.00443379
0.296,-3.28271e-006,3.65698,75.6,0.05328,-8.35646e-005,22.7213,52.5992,0.295165,15,21,3.92761,7876.25,824.799,0.00443379
0.297,-3.2756e-006,3.66224,75.6,0.05346,-8.35828e-005,22.717,52.7716,0.296132,15,21,3.93325,7887.57,825.984,0.00443379
0.298,-3.27205e-006,3.76154,75.6,0.05364,-8.35993e-005,22.7126,52.9439,0.297099,15,21,3.93891,7898.9,827.171,0.00454747
0.299,-3.26139e-006,3.76695,75.6,0.05382,-8.3614e-005,22.7083,53.1161,0.298065,15,21,3.94457,7910.26,828.361,0.00454747
0.3,-3.25073e-006,3.77237,75.6,0.054,-8.3627e-005,22.704,53.288,0.29903,15,21,3.95025,7921.64,829.552,0.00454747
0.301,-3.25073e-006,3.7778,75.6,0.05418,-8.36383e-005,22.6997,53.4597,0.299994,15,21,3.95593,7933.04,830.746,0.00454747
0.302,-3.24007e-006,3.78323,75.6,0.05436,-8.36478e-005,22.6954,53.6312,0.300956,15,21,3.96162,7944.46,831.942,0.00454747
0.303,-3.23652e-006,3.78868,75.6,0.05454,-8.36556e-005,22.691,53.8024,0.301917,15,21,3.96733,7955.9,833.14,0.00454747
0.304,-3.22942e-006,3.69929,75.6,0.05472,-8.36617e-005,22.6867,53.9734,0.302876,15,21,3.97304,7967.36,834.34,0.00443379
0.305,-3.21876e-006,3.79961,75.6,0.0549,-8.36661e-005,22.6824,54.144,0.303833,15,21,3.97877,7978.84,835.542,0.00454747
0.306,-3.21876e-006,3.80508,75.6,0.05508,-8.36687e-005,22.6781,54.3143,0.304789,15,21,3.9845,7990.34,836.746,0.00454747
0.307,-3.2081e-006,3.81057,75.6,0.05526,-8.36696e-005,22.6738,54.4842,0.305742,15,21,3.99025,8001.86,837.953,0.00454747
0.308,-3.20455e-006,3.81606,75.6,0.05544,-8.36689e-005,22.6694,54.6537,0.306694,15,21,3.996,8013.4,839.161,0.00454747
0.309,-3.19034e-006,3.91711,75.6,0.05562,-8.36663e-005,22.6651,54.8228,0.307643,15,21,4.00177,8024.96,840.372,0.00466116
0.31,-3.18323e-006,3.92276,75.6,0.0558,-8.36621e-005,22.6608,54.9915,0.308589,15,21,4.00754,8036.53,841.584,0.00466116
0.311,-3.17968e-006,3.92842,75.6,0.05598,-8.36562e-005,22.6565,55.1597,0.309533,15,21,4.01332,8048.13,842.798,0.00466116
0.312,-3.17257e-006,3.93409,75.6,0.05616,-8.36486e-005,22.6522,55.3274,0.310474,15,21,4.01911,8059.75,844.015,0.00466116
0.313,-3.15836e-006,3.93977,75.6,0.05634,-8.36393e-005,22.6478,55.4945,0.311412,15,21,4.02492,8071.38,845.233,0.00466116
0.314,-3.15836e-006,3.84922,75.6,0.05652,-8.36283e-005,22.6435,55.6611,0.312347,15,21,4.03073,8083.03,846.453,0.00454747
0.315,-3.15481e-006,3.85478,75.6,0.0567,-8.36156e-005,22.6392,55.8271,0.313278,15,21,4.03655,8094.7,847.675,0.00454747
0.316,-3.1406e-006,3.95686,75.6,0.05688,-8.36012e-005,22.6349,55.9925,0.314206,15,21,4.04237,8106.39,848.899,0.00466116
0.317,-3.12994e-006,3.96257,75.6,0.05706,-8.35852e-005,22.6306,56.1572,0.315131,15,21,4.04821,8118.1,850.125,0.00466116
0.318,-3.12639e-006,3.96829,75.6,0.05724,-8.35675e-005,22.6262,56.3213,0.316051,15,21,4.05406,8129.82,851.353,0.00466116
0.319,-3.12284e-006,3.97402,75.6,0.05742,-8.35482e-005,22.6219,56.4846,0.316968,15,21,4.05991,8141.56,852.582,0.00466116
0.32,-3.11573e-006,3.97976,75.6,0.0576,-8.35271e-005,22.6176,56.6472,0.31788,15,21,4.06578,8153.32,853.813,0.00466116
0.321,-3.10152e-006,3.98551,75.6,0.05778,-8.35044e-005,22.6133,56.8089,0.318788,15,21,4.07165,8165.09,855.047,0.00466116
0.322,-3.09797e-006,3.99126,75.6,0.05796,-8.34801e-005,22.609,56.9699,0.319691,15,21,4.07753,8176.88,856.281,0.00466116
0.323,-3.09797e-006,3.99703,75.6,0.05814,-8.34541e-005,22.6046,57.13,0.32059,15,21,4.08341,8188.69,857.518,0.00466116
0.324,-3.08731e-006,4.0028,75.6,0.05832,-8.34265e-005,22.6003,57.2892,0.321483,15,21,4.08931,8200.52,858.756,0.00466116
0.325,-3.08731e-006,4.00858,75.6,0.0585,-8.33973e-005,22.596,57.4475,0.322371,15,21,4.09521,8212.35,859.996,0.00466116
0.326,-3.07665e-006,4.01436,75.6,0.05868,-8.33664e-005,22.5917,57.6048,0.323254,15,21,4.10113,8224.21,861.237,0.00466116
0.327,-3.06954e-006,4.02016,75.6,0.05886,-8.33339e-005,22.5874,57.7611,0.324131,15,21,4.10705,8236.08,862.48,0.00466116
0.328,-3.05178e-006,4.02596,75.6,0.05904,-8.32997e-005,22.583,57.9164,0.325003,15,21,4.11297,8247.97,863.725,0.00466116
0.329,-3.04823e-006,4.03177,75.6,0.05922,-8.3264e-005,22.5787,58.0706,0.325868,15,21,4.11891,8259.87,864.971,0.00466116
0.33,-3.05178e-006,4.13606,75.6,0.0594,-8.32267e-005,22.5744,58.2237,0.326727,15,21,4.12485,8271.78,866.219,0.00477485
0.331,-3.04468e-006,4.04341,75.6,0.05958,-8.31877e-005,22.5701,58.3756,0.327579,15,21,4.1308,8283.71,867.468,0.00466116
0.332,-3.02691e-006,4.04924,75.6,0.05976,-8.31472e-005,22.5658,58.5263,0.328425,15,21,4.13675,8295.65,868.719,0.00466116
0.333,-3.02691e-006,4.15398,75.6,0.05994,-8.3105e-005,22.5614,58.6758,0.329264,15,21,4.14271,8307.61,869.971,0.00477485
0.334,-3.01981e-006,4.15996,75.6,0.06012,-8.30613e-005,22.5571,58.824,0.330096,15,21,4.14868,8319.58,871.224,0.00477485
0.335,-2.99849e-006,4.16595,75.6,0.0603,-8.3016e-005,22.5528,58.9709,0.33092,15,21,4.15466,8331.56,872.479,0.00477485
0.336,-2.99849e-006,4.07262,75.6,0.06048,-8.29691e-005,22.5485,59.1164,0.331736,15,21,4.16064,8343.55,873.735,0.00466116
0.337,-2.99849e-006,4.17795,75.6,0.06066,-8.29207e-005,22.5442,59.2604,0.332545,15,21,4.16663,8355.56,874.992,0.00477485
0.338,-2.98783e-006,4.18396,75.6,0.06084,-8.28707e-005,22.5398,59.4031,0.333345,15,21,4.17262,8367.58,876.251,0.00477485
0.339,-2.97717e-006,4.18998,75.6,0.06102,-8.28192e-005,22.5355,59.5442,0.334137,15,21,4.17862,8379.61,877.511,0.00477485
0.34,-2.97362e-006,4.196,75.6,0.0612,-8.27662e-005,22.5312,59.6838,0.33492,15,21,4.18462,8391.65,878.772,0.00477485
0.341,-2.97007e-006,4.20203,75.6,0.06138,-8.27116e-005,22.5269,59.8218,0.335695,15,21,4.19063,8403.7,880.034,0.00477485
0.342,-2.96296e-006,4.20806,75.6,0.06156,-8.26555e-005,22.5226,59.9581,0.33646,15,21,4.19665,8415.76,881.297,0.00477485
0.343,-2.95586e-006,4.21409,75.6,0.06174,-8.2598e-005,22.5182,60.0928,0.337216,15,21,4.20267,8427.84,882.561,0.00477485
0.344,-2.95231e-006,4.22014,75.6,0.06192,-8.25389e-005,22.5139,60.2258,0.337962,15,21,4.20869,8439.92,883.826,0.00477485
0.345,-2.9452e-006,4.22618,75.6,0.0621,-8.24784e-005,22.5096,60.3569,0.338698,15,21,4.21472,8452.01,885.093,0.00477485
0.346,-2.92388e-006,4.23223,75.6,0.06228,-8.24164e-005,22.5053,60.4862,0.339423,15,21,4.22076,8464.11,886.36,0.00477485
0.347,-2.92744e-006,4.23829,75.6,0.06246,-8.23529e-005,22.501,60.6137,0.340139,15,21,4.2268,8476.22,887.628,0.00477485
0.348,-2.92388e-006,4.24435,75.6,0.06264,-8.22879e-005,22.4966,60.7392,0.340843,15,21,4.23284,8488.34,888.897,0.00477485
0.349,-2.90612e-006,4.25041,75.6,0.06282,-8.22215e-005,22.4923,60.8628,0.341536,15,21,4.23888,8500.46,890.166,0.00477485
0.35,-2.90967e-006,4.25647,75.6,0.063,-8.21537e-005,22.488,60.9843,0.342218,15,21,4.24493,8512.59,891.437,0.00477485
0.351,-2.89901e-006,4.26254,75.6,0.06318,-8.20844e-005,22.4837,61.1037,0.342888,15,21,4.25099,8524.73,892.708,0.00477485
0.352,-2.88836e-006,4.37025,75.6,0.06336,-8.20137e-005,22.4794,61.221,0.343547,15,21,4.25704,8536.87,893.979,0.00488853
0.353,-2.88125e-006,4.37647,75.6,0.06354,-8.19415e-005,22.475,61.3361,0.344193,15,21,4.2631,8549.02,895.252,0.00488853
0.354,-2.86704e-006,4.28077,75.6,0.06372,-8.1868e-005,22.4707,61.449,0.344826,15,21,4.26916,8561.18,896.525,0.00477485
0.355,-2.86349e-006,4.38892,75.6,0.0639,-8.1793e-005,22.4664,61.5596,0.345447,15,21,4.27523,8573.34,897.798,0.00488853
0.356,-2.86704e-006,4.29293,75.6,0.06408,-8.17166e-005,22.4621,61.6678,0.346054,15,21,4.28129,8585.5,899.072,0.00477485
0.357,-2.85283e-006,4.29902,75.6,0.06426,-8.16388e-005,22.4578,61.7737,0.346648,15,21,4.28736,8597.67,900.346,0.00477485
0.358,-2.84572e-006,4.3051,75.6,0.06444,-8.15597e-005,22.4534,61.8771,0.347228,15,21,4.29343,8609.85,901.621,0.00477485
0.359,-2.83151e-006,4.41384,75.6,0.06462,-8.14792e-005,22.4491,61.9779,0.347794,15,21,4.2995,8622.02,902.896,0.00488853
0.36,-2.82796e-006,4.31728,75.6,0.0648,-8.13973e-005,22.4448,62.0763,0.348346,15,21,4.30557,8634.2,904.171,0.00477485
0.361,-2.8173e-006,4.42631,75.6,0.06498,-8.1314e-005,22.4405,62.172,0.348883,15,21,4.31165,8646.38,905.446,0.00488853
0.362,-2.8173e-006,4.43254,75.6,0.06516,-8.12294e-005,22.4362,62.265,0.349405,15,21,4.31772,8658.56,906.722,0.00488853
0.363,-2.81375e-006,4.43878,75.6,0.06534,-8.11435e-005,22.4318,62.3553,0.349912,15,21,4.32379,8670.74,907.997,0.00488853
0.364,-2.80309e-006,4.34164,75.6,0.06552,-8.10563e-005,22.4275,62.4428,0.350403,15,21,4.32987,8682.92,909.273,0.00477485
0.365,-2.79599e-006,4.34773,75.6,0.0657,-8.09678e-005,22.4232,62.5275,0.350878,15,21,4.33594,8695.1,910.549,0.00477485
0.366,-2.79243e-006,4.45748,75.6,0.06588,-8.08779e-005,22.4189,62.6093,0.351337,15,21,4.34202,8707.28,911.824,0.00488853
0.367,-2.77822e-006,4.46372,75.6,0.06606,-8.07868e-005,22.4146,62.6881,0.351779,15,21,4.34809,8719.46,913.099,0.00488853
0.368,-2.76756e-006,4.46995,75.6,0.06624,-8.06944e-005,22.4102,62.7639,0.352205,15,21,4.35416,8731.63,914.374,0.00488853
0.369,-2.76756e-006,4.47618,75.6,0.06642,-8.06007e-005,22.4059,62.8367,0.352613,15,21,4.36023,8743.81,915.649,0.00488853
0.37,-2.75691e-006,4.48241,75.6,0.0666,-8.05058e-005,22.4016,62.9063,0.353004,15,21,4.3663,8755.98,916.924,0.00488853
0.371,-2.7498e-006,4.48864,75.6,0.06678,-8.04096e-005,22.3973,62.9727,0.353377,15,21,4.37237,8768.14,918.198,0.00488853
0.372,-2.7498e-006,4.49487,75.6,0.06696,-8.03121e-005,22.393,63.0359,0.353731,15,21,4.37843,8780.3,919.471,0.00488853
