Time,I(L1),Vo,Pout,Vind,CtrSignal,I_output,Port,PWM,Vcc,e_IL,Pin,IL,Pm,I_input,lambda,Vwind,lambda_REF,S1.Pm,S1.Cp,S1.pitch,S1.v_ms,S1.lambda,S1.RPM,S1.rad_s,S1.torque
13.875,4.56809,24,109.556,0.0876926,0,4.56771,9.99992,0,24.0972,1.4344,88.474,4.56771,103.694,3.67155,4.4656,95,5.9,126.107,0.356631,15,26.3889,4.4656,11253.1,1178.42,0.0879936
13.95,4.56094,24,109.556,0.051632,0,4.56073,9.99992,0,24.0458,1.43438,122.818,4.56074,140.938,5.10765,4.46562,95,5.9,126.107,0.356631,15,26.3889,4.46562,11253.2,1178.43,0.119599
14.025,4.561,24,109.556,-0.0370134,0,4.56116,9.99992,0,23.9594,1.4343,117.21,4.56116,135.314,4.89204,4.4657,95,5.9,126.107,0.356632,15,26.3889,4.4657,11253.4,1178.45,0.114824
14.1,4.5657,24,109.556,-0.0726826,0,4.566,9.99992,0,23.9275,1.43428,108.688,4.566,126.472,4.54237,4.46572,95,5.9,126.107,0.356632,15,26.3889,4.46572,11253.4,1178.46,0.10732
14.175,4.5703,24,109.556,-0.0309783,0,4.57042,9.99991,0,23.9739,1.43431,98.3219,4.57042,114.682,4.1012,4.46569,95,5.9,126.107,0.356632,15,26.3889,4.46569,11253.3,1178.45,0.0973159
14.25,4.56821,24,109.556,0.0818801,0,4.56785,9.99991,0,24.0914,1.43439,88.3638,4.56785,103.694,3.66786,4.46561,95,5.9,126.107,0.356631,15,26.3889,4.46561,11253.1,1178.42,0.0879936
14.325,4.56062,24,109.556,0.0534198,0,4.5604,9.99991,0,24.0477,1.43438,122.695,4.56041,140.671,5.10217,4.46562,95,5.9,126.107,0.356631,15,26.3889,4.46562,11253.2,1178.43,0.119371
14.4,4.56069,24,109.556,-0.0379581,0,4.56085,9.99991,0,23.9585,1.4343,117.168,4.56085,135.314,4.89046,4.4657,95,5.9,126.107,0.356632,15,26.3889,4.4657,11253.4,1178.45,0.114824
14.475,4.56515,24,109.556,-0.0728551,0,4.56545,9.99991,0,23.9273,1.43427,108.723,4.56545,126.472,4.54387,4.46573,95,5.9,126.107,0.356632,15,26.3889,4.46573,11253.4,1178.46,0.10732
14.55,4.5698,24,109.556,-0.0304712,0,4.56992,9.99991,0,23.9744,1.43431,98.3153,4.56992,114.95,4.10084,4.46569,95,5.9,126.107,0.356632,15,26.3889,4.46569,11253.3,1178.45,0.0975433
14.625,4.56809,24,109.556,0.098015,0,4.56766,9.99991,0,24.1077,1.43441,87.9132,4.56766,102.89,3.64668,4.46559,95,5.9,126.107,0.356631,15,26.3889,4.46559,11253.1,1178.42,0.0873115
14.7,4.56123,24,109.556,0.045336,0,4.56105,9.99991,0,24.0396,1.43437,122.578,4.56105,140.671,5.099,4.46563,95,5.9,126.107,0.356631,15,26.3889,4.46563,11253.2,1178.43,0.119371
14.775,4.56144,24,109.556,-0.0409732,0,4.56162,9.99991,0,23.9556,1.4343,116.834,4.56162,135.046,4.87708,4.4657,95,5.9,126.107,0.356632,15,26.3889,4.4657,11253.4,1178.45,0.114596
14.85,4.56447,24,109.556,-0.0775582,0,4.56479,9.99991,0,23.9225,1.43427,108.874,4.5648,126.472,4.55111,4.46573,95,5.9,126.107,0.356632,15,26.3889,4.46573,11253.4,1178.46,0.10732
14.925,4.56878,24,109.556,-0.0285929,0,4.56889,9.99991,0,23.9763,1.43431,98.4006,4.56889,114.682,4.10408,4.46569,95,5.9,126.107,0.356632,15,26.3889,4.46569,11253.3,1178.45,0.0973159
15,4.56768,24,109.556,0.0971074,0,4.56726,9.99991,0,24.1068,1.43441,87.9325,4.56726,103.158,3.64762,4.46559,95,5.9,126.107,0.356631,15,26.3889,4.46559,11253.1,1178.42,0.0875389
