Time,Vo,Pe,S2.Pm,S2.Cp,S2.pitch,S2.v_ms,S2.lambda,S2.RPM,S2.rad_s,S2.torque
0.0028,0.0224,3.52854e-006,3.71232,0.00878851,15,28,0.342071,914.632,95.78,0.0216716
0.0029,0.0232,3.94615e-006,3.71284,0.00878975,15,28,0.342193,914.958,95.8141,0.0216858
0.003,0.024,4.39499e-006,3.71337,0.008791,15,28,0.342315,915.284,95.8483,0.0216858
0.0031,0.0248,4.87611e-006,3.71389,0.00879224,15,28,0.342437,915.61,95.8824,0.0216858
0.0032,0.0256,5.39058e-006,3.71442,0.00879348,15,28,0.342559,915.935,95.9165,0.0216858
0.0033,0.0264,5.93947e-006,3.71494,0.00879472,15,28,0.342681,916.261,95.9506,0.0216858
0.0034,0.0272,6.52384e-006,3.71547,0.00879597,15,28,0.342802,916.586,95.9847,0.0216858
0.0035,0.028,7.14473e-006,3.71599,0.00879721,15,28,0.342924,916.911,96.0187,0.0216858
0.0036,0.0288,7.80322e-006,3.71652,0.00879845,15,28,0.343046,917.236,96.0528,0.0216858
0.0037,0.0296,8.50035e-006,3.71704,0.00879969,15,28,0.343167,917.561,96.0868,0.0216858
0.0038,0.0304,9.23718e-006,3.71757,0.00880093,15,28,0.343289,917.886,96.1208,0.0216716
0.0039,0.0312,1.00147e-005,3.71809,0.00880217,15,28,0.34341,918.211,96.1548,0.0216716
0.004,0.032,1.08341e-005,3.71861,0.00880341,15,28,0.343531,918.535,96.1888,0.0216858
0.0041,0.0328,1.16963e-005,3.71914,0.00880465,15,28,0.343653,918.859,96.2227,0.0216858
0.0042,0.0336,1.26024e-005,3.71966,0.00880589,15,28,0.343774,919.184,96.2567,0.0216716
0.0043,0.0344,1.35533e-005,3.72018,0.00880713,15,28,0.343895,919.508,96.2906,0.0216858
0.0044,0.0352,1.45503e-005,3.72071,0.00880837,15,28,0.344016,919.832,96.3246,0.0216716
0.0045,0.036,1.55942e-005,3.72123,0.00880961,15,28,0.344137,920.156,96.3585,0.0216716
0.0046,0.0368,1.66862e-005,3.72175,0.00881084,15,28,0.344258,920.479,96.3924,0.0216716
0.0047,0.0376,1.78272e-005,3.72228,0.00881208,15,28,0.34438,920.803,96.4263,0.0216573
0.0048,0.0384,1.90183e-005,3.7228,0.00881332,15,28,0.3445,921.126,96.4601,0.0216716
0.0049,0.0392,2.02605e-005,3.72332,0.00881456,15,28,0.344621,921.45,96.494,0.0216716
0.005,0.04,2.15548e-005,3.72384,0.00881579,15,28,0.344742,921.773,96.5278,0.0216573
0.0051,0.0408,2.29023e-005,3.72437,0.00881703,15,28,0.344863,922.096,96.5617,0.0216573
0.0052,0.0416,2.4304e-005,3.72489,0.00881827,15,28,0.344984,922.419,96.5955,0.0216573
0.0053,0.0424,2.57609e-005,3.72541,0.0088195,15,28,0.345105,922.742,96.6293,0.0216716
0.0054,0.0432,2.72739e-005,3.72593,0.00882074,15,28,0.345225,923.065,96.6631,0.0216573
0.0055,0.044,2.88443e-005,3.72645,0.00882197,15,28,0.345346,923.387,96.6969,0.0216431
0.0056,0.0448,3.04728e-005,3.72698,0.00882321,15,28,0.345467,923.71,96.7307,0.0216431
0.0057,0.0456,3.21531e-005,3.72758,0.00882463,15,28,0.345606,924.081,96.7695,0.016982
0.0058,0.0464,3.38803e-005,3.72822,0.00882615,15,28,0.345754,924.477,96.811,0.0180336
0.0059,0.0472,3.56582e-005,3.72884,0.00882761,15,28,0.345897,924.86,96.8511,0.0189004
0.006,0.048,3.74904e-005,3.72943,0.00882902,15,28,0.346035,925.228,96.8897,0.0195683
0.0061,0.0488,3.93796e-005,3.73001,0.00883039,15,28,0.346168,925.585,96.927,0.0200657
0.0062,0.0496,4.13285e-005,3.73057,0.00883173,15,28,0.346298,925.933,96.9635,0.0204636
0.0063,0.0504,4.3339e-005,3.73113,0.00883303,15,28,0.346426,926.274,96.9992,0.0207478
0.0064,0.0512,4.54132e-005,3.73167,0.00883432,15,28,0.346551,926.61,97.0344,0.0209894
0.0065,0.052,4.75526e-005,3.73221,0.0088356,15,28,0.346676,926.943,97.0692,0.0211458
0.0066,0.0528,4.97589e-005,3.73274,0.00883686,15,28,0.346799,927.272,97.1037,0.0212879
0.0067,0.0536,5.20334e-005,3.73327,0.00883811,15,28,0.346921,927.598,97.1379,0.0213873
0.0068,0.0544,5.43774e-005,3.7338,0.00883936,15,28,0.347043,927.923,97.1719,0.0214726
0.0069,0.0552,5.67922e-005,3.73432,0.0088406,15,28,0.347164,928.247,97.2058,0.0215152
0.007,0.056,5.92791e-005,3.73484,0.00884184,15,28,0.347284,928.569,97.2395,0.0215721
0.0071,0.0568,6.1839e-005,3.73537,0.00884307,15,28,0.347404,928.891,97.2732,0.0215863
0.0072,0.0576,6.44731e-005,3.73589,0.0088443,15,28,0.347524,929.212,97.3068,0.0216147
0.0073,0.0584,6.71825e-005,3.7364,0.00884553,15,28,0.347644,929.532,97.3403,0.0216289
0.0074,0.0592,6.99682e-005,3.73692,0.00884676,15,28,0.347764,929.852,97.3738,0.0216431
0.0075,0.06,7.28312e-005,3.73744,0.00884799,15,28,0.347883,930.171,97.4073,0.0216573
0.0076,0.0608,7.57727e-005,3.73796,0.00884921,15,28,0.348003,930.49,97.4407,0.0216716
0.0077,0.0616,7.87935e-005,3.73848,0.00885044,15,28,0.348122,930.809,97.4741,0.0216716
0.0078,0.0624,8.18946e-005,3.73899,0.00885166,15,28,0.348241,931.128,97.5075,0.0216716
0.0079,0.0632,8.50772e-005,3.73951,0.00885289,15,28,0.34836,931.447,97.5408,0.0216716
0.008,0.064,8.8342e-005,3.74003,0.00885411,15,28,0.348479,931.765,97.5742,0.0216716
0.0081,0.0648,9.16901e-005,3.74054,0.00885533,15,28,0.348598,932.083,97.6075,0.0216716
0.0082,0.0656,9.51225e-005,3.74106,0.00885655,15,28,0.348717,932.401,97.6408,0.0216716
0.0083,0.0664,9.86402e-005,3.74158,0.00885778,15,28,0.348836,932.719,97.6741,0.0216716
0.0084,0.0672,0.000102244,3.74209,0.008859,15,28,0.348955,933.037,97.7074,0.0216573
0.0085,0.068,0.000105935,3.74261,0.00886022,15,28,0.349074,933.355,97.7407,0.0216573
0.0086,0.0688,0.000109714,3.74313,0.00886144,15,28,0.349193,933.672,97.7739,0.0216573
0.0087,0.0696,0.000113582,3.74364,0.00886266,15,28,0.349311,933.99,97.8072,0.0216573
0.0088,0.0704,0.00011754,3.74416,0.00886388,15,28,0.34943,934.307,97.8404,0.0216573
0.0089,0.0712,0.000121589,3.74467,0.0088651,15,28,0.349549,934.625,97.8737,0.0216573
0.009,0.072,0.00012573,3.74519,0.00886633,15,28,0.349667,934.942,97.9069,0.0216431
0.0091,0.0728,0.000129964,3.7457,0.00886755,15,28,0.349786,935.259,97.9401,0.0216431
0.0092,0.0736,0.000134291,3.74622,0.00886877,15,28,0.349905,935.576,97.9733,0.0216431
0.0093,0.0744,0.000138714,3.74673,0.00886999,15,28,0.350023,935.893,98.0065,0.0216431
0.0094,0.0752,0.000143231,3.74725,0.00887121,15,28,0.350142,936.21,98.0397,0.0216289
0.0095,0.076,0.000147846,3.74777,0.00887243,15,28,0.35026,936.527,98.0729,0.0216431
0.0096,0.0768,0.000152558,3.74828,0.00887365,15,28,0.350379,936.844,98.1061,0.0216289
0.0097,0.0776,0.000157368,3.7488,0.00887487,15,28,0.350497,937.16,98.1392,0.0216289
0.0098,0.0784,0.000162277,3.74931,0.00887609,15,28,0.350616,937.477,98.1724,0.0216147
0.0099,0.0792,0.000167287,3.74983,0.0088773,15,28,0.350734,937.794,98.2055,0.0216289
0.01,0.08,0.000172398,3.75034,0.00887852,15,28,0.350852,938.11,98.2386,0.0216147
0.0101,0.0808,0.000177611,3.75086,0.00887974,15,28,0.350971,938.426,98.2718,0.0216147
0.0102,0.0816,0.000182927,3.75137,0.00888096,15,28,0.351089,938.743,98.3049,0.0216147
0.0103,0.0824,0.000188347,3.75189,0.00888218,15,28,0.351207,939.059,98.338,0.0216005
0.0104,0.0832,0.000193872,3.7524,0.0088834,15,28,0.351325,939.375,98.3711,0.0216147
0.0105,0.084,0.000199502,3.75291,0.00888462,15,28,0.351444,939.691,98.4042,0.0216005
0.0106,0.0848,0.000205239,3.75343,0.00888583,15,28,0.351562,940.007,98.4373,0.0216005
0.0107,0.0856,0.000211084,3.75394,0.00888705,15,28,0.35168,940.323,98.4704,0.0215863
0.0108,0.0864,0.000217037,3.75446,0.00888827,15,28,0.351798,940.638,98.5034,0.0216005
0.0109,0.0872,0.000223099,3.75497,0.00888949,15,28,0.351916,940.954,98.5365,0.0215863
0.011,0.088,0.000229272,3.75549,0.00889071,15,28,0.352034,941.27,98.5695,0.0215863
0.0111,0.0888,0.000235541,3.75608,0.00889211,15,28,0.35217,941.634,98.6077,0.0169535
0.0112,0.0896,0.000241895,3.75671,0.00889361,15,28,0.352316,942.023,98.6484,0.0179625
0.0113,0.0904,0.000248343,3.75733,0.00889506,15,28,0.352456,942.399,98.6877,0.0188294
0.0114,0.0912,0.000254889,3.75792,0.00889646,15,28,0.352591,942.76,98.7256,0.0194973
0.0115,0.092,0.000261538,3.75849,0.00889781,15,28,0.352722,943.11,98.7622,0.0200089
0.0116,0.0928,0.000268293,3.75904,0.00889913,15,28,0.35285,943.451,98.7979,0.0203784
0.0117,0.0936,0.000275158,3.75959,0.00890042,15,28,0.352975,943.786,98.833,0.0206768
0.0118,0.0944,0.000282136,3.76013,0.00890169,15,28,0.353098,944.115,98.8675,0.0209042
0.0119,0.0952,0.000289228,3.76066,0.00890295,15,28,0.35322,944.441,98.9016,0.0210747
0.012,0.096,0.000296437,3.76118,0.00890419,15,28,0.353341,944.763,98.9354,0.0212026
0.0121,0.0968,0.000303763,3.76171,0.00890543,15,28,0.35346,945.084,98.9689,0.0213021
0.0122,0.0976,0.00031121,3.76223,0.00890666,15,28,0.35358,945.402,99.0023,0.0213731
0.0123,0.0984,0.000318777,3.76274,0.00890789,15,28,0.353698,945.719,99.0355,0.02143
0.0124,0.0992,0.000326466,3.76326,0.00890911,15,28,0.353816,946.035,99.0686,0.0214726
0.0125,0.1,0.000334279,3.76378,0.00891033,15,28,0.353934,946.351,99.1016,0.021501
0.0126,0.1008,0.000342216,3.76429,0.00891155,15,28,0.354052,946.665,99.1345,0.0215294
0.0127,0.1016,0.000350278,3.7648,0.00891276,15,28,0.354169,946.979,99.1674,0.0215294
0.0128,0.1024,0.000358467,3.76531,0.00891397,15,28,0.354287,947.293,99.2003,0.0215579
0.0129,0.1032,0.000366783,3.76583,0.00891519,15,28,0.354404,947.606,99.2331,0.0215579
0.013,0.104,0.000375228,3.76634,0.0089164,15,28,0.354521,947.919,99.2659,0.0215579
0.0131,0.1048,0.000383801,3.76685,0.00891761,15,28,0.354638,948.232,99.2986,0.0215721
0.0132,0.1056,0.000392505,3.76736,0.00891882,15,28,0.354755,948.545,99.3314,0.0215721
0.0133,0.1064,0.000401339,3.76787,0.00892003,15,28,0.354872,948.857,99.3641,0.0215721
0.0134,0.1072,0.000410305,3.76838,0.00892124,15,28,0.354989,949.17,99.3968,0.0215579
0.0135,0.108,0.000419404,3.76889,0.00892245,15,28,0.355105,949.482,99.4295,0.0215579
0.0136,0.1088,0.000428637,3.7694,0.00892365,15,28,0.355222,949.794,99.4622,0.0215579
0.0137,0.1096,0.000438003,3.76991,0.00892486,15,28,0.355339,950.106,99.4949,0.0215579
0.0138,0.1104,0.000447505,3.77043,0.00892607,15,28,0.355456,950.418,99.5276,0.0215437
0.0139,0.1112,0.000457143,3.77094,0.00892728,15,28,0.355572,950.73,99.5603,0.0215579
0.014,0.112,0.000466918,3.77145,0.00892849,15,28,0.355689,951.042,99.5929,0.0215579
0.0141,0.1128,0.000476831,3.77196,0.0089297,15,28,0.355806,951.354,99.6256,0.0215437
0.0142,0.1136,0.000486882,3.77247,0.0089309,15,28,0.355922,951.666,99.6582,0.0215437
0.0143,0.1144,0.000497073,3.77298,0.00893211,15,28,0.356039,951.978,99.6909,0.0215294
0.0144,0.1152,0.000507403,3.77349,0.00893332,15,28,0.356155,952.289,99.7235,0.0215294
0.0145,0.116,0.000517875,3.774,0.00893453,15,28,0.356272,952.601,99.7561,0.0215152
0.0146,0.1168,0.000528488,3.77451,0.00893574,15,28,0.356388,952.913,99.7888,0.0215294
0.0147,0.1176,0.000539245,3.77502,0.00893694,15,28,0.356505,953.224,99.8214,0.0215152
0.0148,0.1184,0.000550144,3.77553,0.00893815,15,28,0.356621,953.536,99.854,0.021501
0.0149,0.1192,0.000561188,3.77604,0.00893936,15,28,0.356738,953.847,99.8866,0.021501
0.015,0.12,0.000572377,3.77655,0.00894057,15,28,0.356854,954.158,99.9192,0.021501
0.0151,0.1208,0.000583711,3.77706,0.00894177,15,28,0.356971,954.47,99.9518,0.021501
0.0152,0.1216,0.000595193,3.77757,0.00894298,15,28,0.357087,954.781,99.9844,0.0214868
0.0153,0.1224,0.000606822,3.77808,0.00894419,15,28,0.357204,955.092,100.017,0.0214868
0.0154,0.1232,0.000618599,3.77859,0.0089454,15,28,0.35732,955.403,100.05,0.0214868
0.0155,0.124,0.000630525,3.7791,0.00894661,15,28,0.357436,955.714,100.082,0.0214868
0.0156,0.1248,0.000642601,3.77961,0.00894781,15,28,0.357553,956.025,100.115,0.0214726
0.0157,0.1256,0.000654827,3.78012,0.00894902,15,28,0.357669,956.336,100.147,0.0214584
0.0158,0.1264,0.000667205,3.78063,0.00895023,15,28,0.357785,956.647,100.18,0.0214726
0.0159,0.1272,0.000679735,3.78114,0.00895144,15,28,0.357902,956.958,100.212,0.0214584
0.016,0.128,0.000692419,3.78165,0.00895264,15,28,0.358018,957.269,100.245,0.0214584
0.0161,0.1288,0.000705256,3.78216,0.00895385,15,28,0.358134,957.58,100.278,0.0214442
0.0162,0.1296,0.000718247,3.78267,0.00895506,15,28,0.35825,957.891,100.31,0.0214442
0.0163,0.1304,0.000731372,3.78326,0.00895645,15,28,0.358384,958.249,100.348,0.0168399
0.0164,0.1312,0.000744616,3.78389,0.00895794,15,28,0.358528,958.633,100.388,0.017863
0.0165,0.132,0.000757987,3.7845,0.00895938,15,28,0.358667,959.004,100.427,0.0187157
0.0166,0.1328,0.000771493,3.78508,0.00896077,15,28,0.3588,959.36,100.464,0.0193836
0.0167,0.1336,0.00078514,3.78565,0.00896211,15,28,0.358929,959.705,100.5,0.019881
0.0168,0.1344,0.000798934,3.7862,0.00896342,15,28,0.359055,960.041,100.535,0.0202505
0.0169,0.1352,0.000812878,3.78674,0.0089647,15,28,0.359178,960.371,100.57,0.0205347
0.017,0.136,0.000826976,3.78727,0.00896596,15,28,0.359299,960.696,100.604,0.0207621
0.0171,0.1368,0.000841231,3.7878,0.00896721,15,28,0.359419,961.017,100.637,0.0209326
0.0172,0.1376,0.000855643,3.78832,0.00896845,15,28,0.359538,961.335,100.671,0.0210605
0.0173,0.1384,0.000870216,3.78884,0.00896968,15,28,0.359656,961.65,100.704,0.0211458
0.0174,0.1392,0.000884952,3.78936,0.0089709,15,28,0.359774,961.964,100.737,0.021231
0.0175,0.14,0.00089985,3.78987,0.00897211,15,28,0.359891,962.277,100.769,0.0212879
0.0176,0.1408,0.000914914,3.79039,0.00897333,15,28,0.360007,962.589,100.802,0.0213163
0.0177,0.1416,0.000930143,3.7909,0.00897454,15,28,0.360124,962.899,100.835,0.0213447
0.0178,0.1424,0.000945539,3.79141,0.00897574,15,28,0.36024,963.21,100.867,0.0213589
0.0179,0.1432,0.000961103,3.79192,0.00897695,15,28,0.360355,963.519,100.899,0.0213873
0.018,0.144,0.000976836,3.79243,0.00897816,15,28,0.360471,963.829,100.932,0.0213873
0.0181,0.1448,0.000992738,3.79293,0.00897936,15,28,0.360587,964.138,100.964,0.0214015
0.0182,0.1456,0.00100881,3.79344,0.00898056,15,28,0.360702,964.446,100.997,0.0214015
0.0183,0.1464,0.00102506,3.79395,0.00898176,15,28,0.360818,964.755,101.029,0.0214015
0.0184,0.1472,0.00104147,3.79446,0.00898297,15,28,0.360933,965.064,101.061,0.0214158
0.0185,0.148,0.00105806,3.79497,0.00898417,15,28,0.361048,965.372,101.094,0.0214015
0.0186,0.1488,0.00107482,3.79547,0.00898537,15,28,0.361164,965.68,101.126,0.0214015
0.0187,0.1496,0.00109176,3.79598,0.00898657,15,28,0.361279,965.988,101.158,0.0214015
0.0188,0.1504,0.00110887,3.79649,0.00898777,15,28,0.361394,966.296,101.19,0.0213873
0.0189,0.1512,0.00112616,3.797,0.00898897,15,28,0.361509,966.604,101.223,0.0213873
0.019,0.152,0.00114363,3.7975,0.00899018,15,28,0.361624,966.912,101.255,0.0213873
0.0191,0.1528,0.00116127,3.79801,0.00899138,15,28,0.36174,967.22,101.287,0.0213731
0.0192,0.1536,0.00117909,3.79852,0.00899258,15,28,0.361855,967.528,101.319,0.0213731
0.0193,0.1544,0.00119709,3.79902,0.00899378,15,28,0.36197,967.836,101.352,0.0213731
0.0194,0.1552,0.00121527,3.79953,0.00899498,15,28,0.362085,968.144,101.384,0.0213589
0.0195,0.156,0.00123363,3.80004,0.00899618,15,28,0.3622,968.452,101.416,0.0213589
0.0196,0.1568,0.00125216,3.80055,0.00899738,15,28,0.362315,968.76,101.448,0.0213589
0.0197,0.1576,0.00127089,3.80105,0.00899858,15,28,0.36243,969.067,101.48,0.0213589
0.0198,0.1584,0.00128979,3.80156,0.00899978,15,28,0.362545,969.375,101.513,0.0213447
0.0199,0.1592,0.00130888,3.80207,0.00900099,15,28,0.36266,969.683,101.545,0.0213447
0.02,0.16,0.00132815,3.80258,0.00900219,15,28,0.362776,969.99,101.577,0.0213305
0.0201,0.1608,0.0013476,3.80308,0.00900339,15,28,0.362891,970.298,101.609,0.0213305
0.0202,0.1616,0.00136724,3.80359,0.00900459,15,28,0.363006,970.606,101.642,0.0213163
0.0203,0.1624,0.00138707,3.8041,0.00900579,15,28,0.363121,970.913,101.674,0.0213163
0.0204,0.1632,0.00140708,3.80461,0.00900699,15,28,0.363236,971.221,101.706,0.0213163
0.0205,0.164,0.00142728,3.80511,0.00900819,15,28,0.363351,971.528,101.738,0.0213163
0.0206,0.1648,0.00144766,3.80562,0.0090094,15,28,0.363466,971.836,101.77,0.0212879
0.0207,0.1656,0.00146824,3.80613,0.0090106,15,28,0.363581,972.143,101.803,0.0212879
0.0208,0.1664,0.001489,3.80664,0.0090118,15,28,0.363696,972.451,101.835,0.0212879
0.0209,0.1672,0.00150996,3.80714,0.009013,15,28,0.363811,972.758,101.867,0.0212879
0.021,0.168,0.0015311,3.80765,0.0090142,15,28,0.363926,973.066,101.899,0.0212879
0.0211,0.1688,0.00155244,3.80816,0.00901541,15,28,0.364041,973.373,101.931,0.0212736
0.0212,0.1696,0.00157397,3.80867,0.00901661,15,28,0.364156,973.68,101.964,0.0212594
0.0213,0.1704,0.00159569,3.80918,0.00901781,15,28,0.364271,973.988,101.996,0.0212594
0.0214,0.1712,0.0016176,3.80968,0.00901901,15,28,0.364385,974.295,102.028,0.0212594
0.0215,0.172,0.00163968,3.81027,0.0090204,15,28,0.364518,974.649,102.065,0.0166835
0.0216,0.1728,0.0016619,3.8109,0.00902188,15,28,0.36466,975.029,102.105,0.0177209
0.0217,0.1736,0.00168428,3.8115,0.00902332,15,28,0.364797,975.395,102.143,0.0185452
0.0218,0.1744,0.00170683,3.81208,0.0090247,15,28,0.364929,975.748,102.18,0.0191989
0.0219,0.1752,0.00172955,3.81265,0.00902603,15,28,0.365056,976.089,102.216,0.0196962
0.022,0.176,0.00175246,3.8132,0.00902733,15,28,0.365181,976.422,102.251,0.0200657
0.0221,0.1768,0.00177554,3.81374,0.00902861,15,28,0.365303,976.748,102.285,0.0203499
0.0222,0.1776,0.00179882,3.81427,0.00902987,15,28,0.365423,977.069,102.318,0.0205773
0.0223,0.1784,0.00182229,3.8148,0.00903111,15,28,0.365542,977.387,102.352,0.0207478
0.0224,0.1792,0.00184595,3.81532,0.00903235,15,28,0.365659,977.701,102.385,0.0208615
0.0225,0.18,0.00186981,3.81583,0.00903357,15,28,0.365776,978.014,102.417,0.0209468
0.0226,0.1808,0.00189387,3.81635,0.00903479,15,28,0.365893,978.325,102.45,0.0210179
0.0227,0.1816,0.00191814,3.81686,0.009036,15,28,0.366008,978.634,102.482,0.0210747
0.0228,0.1824,0.0019426,3.81737,0.00903721,15,28,0.366124,978.942,102.515,0.0211173
0.0229,0.1832,0.00196726,3.81788,0.00903842,15,28,0.366239,979.25,102.547,0.0211458
0.023,0.184,0.00199213,3.81839,0.00903962,15,28,0.366354,979.557,102.579,0.0211742
0.0231,0.1848,0.0020172,3.8189,0.00904082,15,28,0.366468,979.864,102.611,0.0211742
0.0232,0.1856,0.00204248,3.8194,0.00904202,15,28,0.366583,980.17,102.643,0.0211884
0.0233,0.1864,0.00206797,3.81991,0.00904322,15,28,0.366697,980.476,102.675,0.0212026
0.0234,0.1872,0.00209366,3.82042,0.00904442,15,28,0.366812,980.782,102.707,0.0212026
0.0235,0.188,0.00211956,3.82092,0.00904562,15,28,0.366926,981.087,102.739,0.0212026
0.0236,0.1888,0.00214567,3.82143,0.00904682,15,28,0.36704,981.393,102.771,0.0212026
0.0237,0.1896,0.00217198,3.82194,0.00904802,15,28,0.367154,981.698,102.803,0.0212026
0.0238,0.1904,0.00219851,3.82244,0.00904922,15,28,0.367269,982.004,102.835,0.0212026
0.0239,0.1912,0.00222525,3.82295,0.00905042,15,28,0.367383,982.309,102.867,0.0211884
0.024,0.192,0.0022522,3.82346,0.00905161,15,28,0.367497,982.614,102.899,0.0211742
0.0241,0.1928,0.00227936,3.82396,0.00905281,15,28,0.367611,982.919,102.931,0.0211742
0.0242,0.1936,0.00230673,3.82447,0.00905401,15,28,0.367725,983.224,102.963,0.0211742
0.0243,0.1944,0.00233432,3.82497,0.00905521,15,28,0.367839,983.53,102.995,0.0211742
0.0244,0.1952,0.00236212,3.82548,0.00905641,15,28,0.367953,983.835,103.027,0.02116
0.0245,0.196,0.00239013,3.82599,0.00905761,15,28,0.368067,984.14,103.059,0.02116
0.0246,0.1968,0.00241836,3.82649,0.0090588,15,28,0.368181,984.445,103.091,0.0211458
0.0247,0.1976,0.0024468,3.827,0.00906,15,28,0.368296,984.75,103.123,0.0211458
0.0248,0.1984,0.00247546,3.8275,0.0090612,15,28,0.36841,985.055,103.155,0.0211458
0.0249,0.1992,0.00250434,3.82801,0.0090624,15,28,0.368524,985.36,103.187,0.0211315
0.025,0.2,0.00253343,3.82852,0.0090636,15,28,0.368638,985.665,103.219,0.0211315
0.0251,0.2008,0.00256274,3.82902,0.0090648,15,28,0.368752,985.97,103.251,0.0211173
0.0252,0.2016,0.00259227,3.82953,0.009066,15,28,0.368866,986.275,103.282,0.0211173
0.0253,0.2024,0.00262202,3.83004,0.0090672,15,28,0.36898,986.58,103.314,0.0211031
0.0254,0.2032,0.00265199,3.83054,0.0090684,15,28,0.369094,986.885,103.346,0.0211031
0.0255,0.204,0.00268217,3.83105,0.00906959,15,28,0.369208,987.19,103.378,0.0211031
0.0256,0.2048,0.00271258,3.83156,0.00907079,15,28,0.369322,987.495,103.41,0.0210889
0.0257,0.2056,0.00274321,3.83206,0.00907199,15,28,0.369436,987.8,103.442,0.0210889
0.0258,0.2064,0.00277406,3.83257,0.00907319,15,28,0.36955,988.105,103.474,0.0210747
0.0259,0.2072,0.00280513,3.83308,0.00907439,15,28,0.369664,988.409,103.506,0.0210747
0.026,0.208,0.00283643,3.83358,0.00907559,15,28,0.369778,988.714,103.538,0.0210605
0.0261,0.2088,0.00286795,3.83409,0.00907679,15,28,0.369892,989.019,103.57,0.0210605
0.0262,0.2096,0.00289969,3.8346,0.00907799,15,28,0.370006,989.324,103.602,0.0210605
0.0263,0.2104,0.00293166,3.83511,0.00907919,15,28,0.37012,989.629,103.634,0.0210463
0.0264,0.2112,0.00296385,3.83561,0.0090804,15,28,0.370234,989.934,103.666,0.0210321
0.0265,0.212,0.00299627,3.83612,0.0090816,15,28,0.370348,990.239,103.698,0.0210321
0.0266,0.2128,0.00302888,3.8367,0.00908298,15,28,0.37048,990.59,103.734,0.016513
0.0267,0.2136,0.00306166,3.83733,0.00908446,15,28,0.370621,990.966,103.774,0.0175362
0.0268,0.2144,0.00309462,3.83794,0.00908589,15,28,0.370757,991.33,103.812,0.0183604
0.0269,0.2152,0.00312777,3.83852,0.00908727,15,28,0.370887,991.679,103.848,0.0189999
0.027,0.216,0.00316112,3.83908,0.0090886,15,28,0.371014,992.018,103.884,0.0194831
0.0271,0.2168,0.00319468,3.83963,0.00908991,15,28,0.371137,992.348,103.918,0.0198526
0.0272,0.2176,0.00322845,3.84017,0.00909118,15,28,0.371258,992.671,103.952,0.020151
0.0273,0.2184,0.00326244,3.8407,0.00909244,15,28,0.371377,992.99,103.986,0.0203499
