Time,Vo,Pe,S2.Pm,S2.Cp,S2.pitch,S2.v_ms,S2.lambda,S2.RPM,S2.rad_s,S2.torque
0.0046,0.0368,1.51899e-005,1.57523,0.0102329,15,20,0.473467,904.255,94.6933,0.0169393
0.0047,0.0376,1.61897e-005,1.57522,0.0102328,15,20,0.473464,904.249,94.6928,0.0168541
0.0048,0.0384,1.72299e-005,1.57522,0.0102328,15,20,0.473462,904.246,94.6924,0.016783
0.0049,0.0392,1.83111e-005,1.57522,0.0102328,15,20,0.473461,904.244,94.6922,0.0166978
0.005,0.04,1.94341e-005,1.57522,0.0102328,15,20,0.473461,904.243,94.6922,0.0166125
0.0051,0.0408,2.05993e-005,1.57522,0.0102328,15,20,0.473461,904.245,94.6923,0.0165272
0.0052,0.0416,2.18073e-005,1.57522,0.0102328,15,20,0.473463,904.247,94.6925,0.0164704
0.0053,0.0424,2.30588e-005,1.57523,0.0102329,15,20,0.473465,904.251,94.693,0.0163709
0.0054,0.0432,2.43543e-005,1.57523,0.0102329,15,20,0.473468,904.257,94.6936,0.0162999
0.0055,0.044,2.56944e-005,1.57524,0.0102329,15,20,0.473472,904.264,94.6943,0.0162146
0.0056,0.0448,2.70795e-005,1.57525,0.010233,15,20,0.473476,904.273,94.6952,0.0161435
0.0057,0.0456,2.85103e-005,1.57526,0.010233,15,20,0.473481,904.283,94.6963,0.0160725
0.0058,0.0464,2.99816e-005,1.5753,0.0102333,15,20,0.473506,904.331,94.7013,0.0124771
0.0059,0.0472,3.14892e-005,1.57537,0.0102338,15,20,0.473543,904.4,94.7085,0.0131735
0.006,0.048,3.3036e-005,1.57542,0.0102341,15,20,0.473574,904.46,94.7149,0.0137561
0.0061,0.0488,3.46243e-005,1.57547,0.0102345,15,20,0.473601,904.511,94.7202,0.0141966
0.0062,0.0496,3.62561e-005,1.57551,0.0102347,15,20,0.473624,904.555,94.7248,0.0144951
0.0063,0.0504,3.79331e-005,1.57555,0.010235,15,20,0.473644,904.594,94.7288,0.0147082
0.0064,0.0512,3.96565e-005,1.57558,0.0102352,15,20,0.473663,904.629,94.7325,0.0148646
0.0065,0.052,4.14276e-005,1.57562,0.0102354,15,20,0.47368,904.662,94.7359,0.014964
0.0066,0.0528,4.32472e-005,1.57565,0.0102356,15,20,0.473696,904.693,94.7392,0.0150209
0.0067,0.0536,4.51165e-005,1.57568,0.0102358,15,20,0.473712,904.723,94.7424,0.0150493
0.0068,0.0544,4.70359e-005,1.5757,0.010236,15,20,0.473728,904.754,94.7456,0.0150493
0.0069,0.0552,4.90064e-005,1.57573,0.0102362,15,20,0.473744,904.784,94.7487,0.0150351
0.007,0.056,5.10285e-005,1.57576,0.0102363,15,20,0.47376,904.815,94.752,0.0150067
0.0071,0.0568,5.31028e-005,1.57579,0.0102365,15,20,0.473776,904.846,94.7552,0.0149782
0.0072,0.0576,5.52297e-005,1.57582,0.0102367,15,20,0.473793,904.878,94.7586,0.0149356
0.0073,0.0584,5.74099e-005,1.57585,0.0102369,15,20,0.47381,904.911,94.7621,0.0148788
0.0074,0.0592,5.96438e-005,1.57589,0.0102372,15,20,0.473828,904.945,94.7656,0.0148219
0.0075,0.06,6.19319e-005,1.57592,0.0102374,15,20,0.473847,904.98,94.7693,0.0147509
0.0076,0.0608,6.42745e-005,1.57595,0.0102376,15,20,0.473866,905.017,94.7731,0.014694
0.0077,0.0616,6.66722e-005,1.57599,0.0102378,15,20,0.473885,905.054,94.7771,0.014623
0.0078,0.0624,6.91252e-005,1.57603,0.0102381,15,20,0.473906,905.093,94.7811,0.0145661
0.0079,0.0632,7.1634e-005,1.57607,0.0102383,15,20,0.473927,905.133,94.7853,0.0144951
0.008,0.064,7.4199e-005,1.57611,0.0102386,15,20,0.473948,905.174,94.7896,0.0144382
0.0081,0.0648,7.68205e-005,1.57615,0.0102388,15,20,0.473971,905.217,94.7941,0.0143672
0.0082,0.0656,7.94988e-005,1.57619,0.0102391,15,20,0.473993,905.261,94.7987,0.0142961
0.0083,0.0664,8.22344e-005,1.57623,0.0102394,15,20,0.474017,905.306,94.8034,0.0142251
0.0084,0.0672,8.50275e-005,1.57627,0.0102397,15,20,0.474041,905.352,94.8083,0.014154
0.0085,0.068,8.78785e-005,1.57632,0.01024,15,20,0.474066,905.4,94.8133,0.0140972
0.0086,0.0688,9.07877e-005,1.57637,0.0102403,15,20,0.474092,905.449,94.8184,0.0140261
0.0087,0.0696,9.37554e-005,1.57642,0.0102406,15,20,0.474118,905.5,94.8237,0.0139551
0.0088,0.0704,9.67819e-005,1.57646,0.0102409,15,20,0.474145,905.551,94.8291,0.0138982
0.0089,0.0712,9.98676e-005,1.57651,0.0102412,15,20,0.474173,905.604,94.8346,0.0138272
0.009,0.072,0.000103013,1.57657,0.0102416,15,20,0.474201,905.658,94.8403,0.0137561
0.0091,0.0728,0.000106217,1.57662,0.0102419,15,20,0.47423,905.713,94.8461,0.0136993
0.0092,0.0736,0.000109482,1.57667,0.0102423,15,20,0.47426,905.77,94.852,0.0136282
0.0093,0.0744,0.000112807,1.57673,0.0102426,15,20,0.47429,905.828,94.8581,0.0135572
0.0094,0.0752,0.000116192,1.57678,0.010243,15,20,0.474321,905.887,94.8643,0.0134861
0.0095,0.076,0.000119638,1.57684,0.0102434,15,20,0.474353,905.948,94.8706,0.0134293
0.0096,0.0768,0.000123145,1.5769,0.0102437,15,20,0.474385,906.009,94.8771,0.0133724
0.0097,0.0776,0.000126714,1.57696,0.0102441,15,20,0.474418,906.072,94.8836,0.0132871
0.0098,0.0784,0.000130344,1.57702,0.0102445,15,20,0.474452,906.136,94.8904,0.0132303
0.0099,0.0792,0.000134035,1.57708,0.0102449,15,20,0.474486,906.201,94.8972,0.0131735
0.01,0.08,0.000137789,1.57715,0.0102453,15,20,0.474521,906.268,94.9042,0.0131024
0.0101,0.0808,0.000141604,1.57721,0.0102458,15,20,0.474556,906.336,94.9112,0.0130314
0.0102,0.0816,0.000145482,1.57728,0.0102462,15,20,0.474592,906.405,94.9185,0.0129745
0.0103,0.0824,0.000149422,1.57735,0.0102466,15,20,0.474629,906.475,94.9258,0.0129177
0.0104,0.0832,0.000153426,1.57741,0.0102471,15,20,0.474666,906.546,94.9333,0.0128608
0.0105,0.084,0.000157492,1.57748,0.0102475,15,20,0.474704,906.618,94.9409,0.0127898
0.0106,0.0848,0.000161621,1.57755,0.010248,15,20,0.474743,906.692,94.9486,0.0127329
0.0107,0.0856,0.000165814,1.57762,0.0102484,15,20,0.474782,906.767,94.9564,0.0126619
0.0108,0.0864,0.00017007,1.5777,0.0102489,15,20,0.474822,906.843,94.9644,0.012605
0.0109,0.0872,0.00017439,1.57777,0.0102494,15,20,0.474862,906.92,94.9725,0.012534
0.011,0.088,0.000178773,1.57785,0.0102499,15,20,0.474903,906.999,94.9807,0.0124771
0.0111,0.0888,0.000183221,1.57792,0.0102504,15,20,0.474945,907.078,94.989,0.0124203
0.0112,0.0896,0.000187733,1.578,0.0102509,15,20,0.474987,907.159,94.9974,0.0123492
0.0113,0.0904,0.0001923,1.5781,0.0102515,15,20,0.475044,907.267,95.0088,0.00966338
0.0114,0.0912,0.000196917,1.57822,0.0102523,15,20,0.475109,907.392,95.0218,0.0102176
0.0115,0.092,0.000201587,1.57833,0.010253,15,20,0.475171,907.51,95.0342,0.0106439
0.0116,0.0928,0.000206313,1.57844,0.0102537,15,20,0.475229,907.621,95.0458,0.0109566
0.0117,0.0936,0.000211097,1.57854,0.0102544,15,20,0.475285,907.727,95.0569,0.0111839
0.0118,0.0944,0.000215941,1.57864,0.010255,15,20,0.475338,907.829,95.0676,0.0113403
0.0119,0.0952,0.000220846,1.57873,0.0102556,15,20,0.47539,907.928,95.078,0.0114539
0.012,0.096,0.000225813,1.57883,0.0102562,15,20,0.475441,908.026,95.0883,0.0115108
0.0121,0.0968,0.000230844,1.57892,0.0102568,15,20,0.475492,908.123,95.0984,0.0115676
0.0122,0.0976,0.000235938,1.57901,0.0102574,15,20,0.475542,908.219,95.1085,0.0115818
0.0123,0.0984,0.000241097,1.5791,0.010258,15,20,0.475593,908.315,95.1185,0.0115818
0.0124,0.0992,0.000246321,1.57919,0.0102586,15,20,0.475643,908.411,95.1286,0.0115676
0.0125,0.1,0.00025161,1.57929,0.0102592,15,20,0.475693,908.508,95.1387,0.0115392
0.0126,0.1008,0.000256964,1.57938,0.0102598,15,20,0.475744,908.605,95.1488,0.0115108
0.0127,0.1016,0.000262385,1.57947,0.0102604,15,20,0.475795,908.702,95.1591,0.0114682
0.0128,0.1024,0.000267871,1.57957,0.0102611,15,20,0.475847,908.8,95.1694,0.0114397
0.0129,0.1032,0.000273423,1.57966,0.0102617,15,20,0.475899,908.9,95.1797,0.0113829
0.013,0.104,0.000279041,1.57976,0.0102623,15,20,0.475951,909,95.1902,0.0113403
0.0131,0.1048,0.000284726,1.57985,0.0102629,15,20,0.476004,909.101,95.2008,0.0112834
0.0132,0.1056,0.000290477,1.57995,0.0102635,15,20,0.476057,909.202,95.2115,0.0112408
0.0133,0.1064,0.000296295,1.58005,0.0102642,15,20,0.476111,909.305,95.2222,0.0111982
0.0134,0.1072,0.000302179,1.58015,0.0102648,15,20,0.476165,909.409,95.2331,0.0111413
0.0135,0.108,0.00030813,1.58025,0.0102655,15,20,0.47622,909.514,95.2441,0.0110845
0.0136,0.1088,0.000314148,1.58035,0.0102661,15,20,0.476276,909.62,95.2551,0.0110276
0.0137,0.1096,0.000320232,1.58045,0.0102668,15,20,0.476332,909.726,95.2663,0.0109708
0.0138,0.1104,0.000326383,1.58055,0.0102675,15,20,0.476388,909.834,95.2776,0.0109139
0.0139,0.1112,0.000332601,1.58066,0.0102681,15,20,0.476445,909.943,95.289,0.0108713
0.014,0.112,0.000338886,1.58076,0.0102688,15,20,0.476502,910.052,95.3005,0.0108145
0.0141,0.1128,0.000345238,1.58087,0.0102695,15,20,0.47656,910.163,95.3121,0.0107718
0.0142,0.1136,0.000351656,1.58098,0.0102702,15,20,0.476619,910.275,95.3238,0.010715
0.0143,0.1144,0.000358141,1.58108,0.0102709,15,20,0.476678,910.387,95.3356,0.0106581
0.0144,0.1152,0.000364693,1.58119,0.0102716,15,20,0.476737,910.501,95.3475,0.0106013
0.0145,0.116,0.000371312,1.5813,0.0102723,15,20,0.476797,910.616,95.3595,0.0105445
0.0146,0.1168,0.000377997,1.58141,0.010273,15,20,0.476858,910.731,95.3716,0.0105018
0.0147,0.1176,0.00038475,1.58152,0.0102738,15,20,0.476919,910.848,95.3838,0.0104592
0.0148,0.1184,0.000391569,1.58164,0.0102745,15,20,0.47698,910.966,95.3961,0.0103881
0.0149,0.1192,0.000398455,1.58175,0.0102752,15,20,0.477042,911.084,95.4085,0.0103597
0.015,0.12,0.000405408,1.58186,0.010276,15,20,0.477105,911.204,95.421,0.0103029
0.0151,0.1208,0.000412427,1.58198,0.0102767,15,20,0.477168,911.324,95.4336,0.010246
0.0152,0.1216,0.000419513,1.58209,0.0102775,15,20,0.477232,911.445,95.4463,0.0101892
0.0153,0.1224,0.000426666,1.58221,0.0102782,15,20,0.477296,911.568,95.4591,0.0101466
0.0154,0.1232,0.000433885,1.58233,0.010279,15,20,0.47736,911.691,95.472,0.0101039
0.0155,0.124,0.000441171,1.58245,0.0102798,15,20,0.477425,911.815,95.4851,0.0100471
0.0156,0.1248,0.000448523,1.58257,0.0102806,15,20,0.477491,911.94,95.4982,0.00999023
0.0157,0.1256,0.000455942,1.58269,0.0102813,15,20,0.477557,912.066,95.5114,0.0099476
0.0158,0.1264,0.000463427,1.58281,0.0102821,15,20,0.477623,912.193,95.5247,0.00990497
0.0159,0.1272,0.000470978,1.58293,0.0102829,15,20,0.47769,912.321,95.5381,0.00984812
0.016,0.128,0.000478596,1.58306,0.0102837,15,20,0.477758,912.45,95.5515,0.00980549
0.0161,0.1288,0.00048628,1.58318,0.0102845,15,20,0.477826,912.58,95.5651,0.00974865
0.0162,0.1296,0.00049403,1.58331,0.0102853,15,20,0.477894,912.71,95.5788,0.00970601
0.0163,0.1304,0.000501846,1.58343,0.0102862,15,20,0.477963,912.842,95.5926,0.00964917
0.0164,0.1312,0.000509728,1.58356,0.010287,15,20,0.478032,912.974,95.6065,0.00960654
0.0165,0.132,0.000517676,1.58369,0.0102878,15,20,0.478102,913.108,95.6204,0.00956391
0.0166,0.1328,0.00052569,1.58382,0.0102887,15,20,0.478172,913.242,95.6345,0.00950706
0.0167,0.1336,0.000533769,1.58394,0.0102895,15,20,0.478243,913.377,95.6486,0.00946443
0.0168,0.1344,0.000541905,1.58409,0.0102905,15,20,0.478324,913.532,95.6649,0.00747491
0.0169,0.1352,0.00055009,1.58425,0.0102915,15,20,0.478412,913.7,95.6824,0.00787281
0.017,0.136,0.000558327,1.58441,0.0102925,15,20,0.478497,913.863,95.6995,0.00818545
0.0171,0.1368,0.000566621,1.58456,0.0102935,15,20,0.47858,914.02,95.716,0.00841283
0.0172,0.1376,0.000574972,1.58471,0.0102945,15,20,0.47866,914.174,95.7321,0.00858336
0.0173,0.1384,0.000583383,1.58485,0.0102954,15,20,0.47874,914.325,95.7479,0.00869704
0.0174,0.1392,0.000591854,1.585,0.0102963,15,20,0.478818,914.474,95.7635,0.00878231
0.0175,0.14,0.000600388,1.58514,0.0102972,15,20,0.478895,914.623,95.779,0.00882494
0.0176,0.1408,0.000608984,1.58528,0.0102982,15,20,0.478972,914.77,95.7945,0.00885336
0.0177,0.1416,0.000617643,1.58542,0.0102991,15,20,0.479049,914.917,95.8099,0.00885336
0.0178,0.1424,0.000626366,1.58556,0.0103,15,20,0.479126,915.064,95.8252,0.00885336
0.0179,0.1432,0.000635152,1.5857,0.0103009,15,20,0.479203,915.211,95.8406,0.00885336
0.018,0.144,0.000644002,1.58584,0.0103018,15,20,0.47928,915.358,95.8561,0.00882494
0.0181,0.1448,0.000652916,1.58598,0.0103028,15,20,0.479358,915.506,95.8715,0.00879652
0.0182,0.1456,0.000661894,1.58613,0.0103037,15,20,0.479435,915.654,95.887,0.0087681
0.0183,0.1464,0.000670936,1.58627,0.0103046,15,20,0.479513,915.803,95.9026,0.00873968
0.0184,0.1472,0.000680042,1.58641,0.0103055,15,20,0.479591,915.952,95.9183,0.00869704
0.0185,0.148,0.000689211,1.58656,0.0103065,15,20,0.47967,916.102,95.934,0.00865441
0.0186,0.1488,0.000698444,1.5867,0.0103074,15,20,0.479749,916.253,95.9498,0.00862599
0.0187,0.1496,0.000707741,1.58685,0.0103084,15,20,0.479828,916.404,95.9656,0.00858336
0.0188,0.1504,0.000717102,1.58699,0.0103093,15,20,0.479908,916.557,95.9816,0.00854072
0.0189,0.1512,0.000726526,1.58714,0.0103103,15,20,0.479988,916.71,95.9976,0.00849809
0.019,0.152,0.000736013,1.58729,0.0103112,15,20,0.480068,916.863,96.0137,0.00845546
0.0191,0.1528,0.000745563,1.58744,0.0103122,15,20,0.480149,917.018,96.0299,0.00842704
0.0192,0.1536,0.000755176,1.58759,0.0103131,15,20,0.480231,917.173,96.0461,0.0083844
0.0193,0.1544,0.000764852,1.58773,0.0103141,15,20,0.480312,917.329,96.0625,0.00832756
0.0194,0.1552,0.00077459,1.58789,0.0103151,15,20,0.480394,917.486,96.0789,0.00829914
0.0195,0.156,0.000784391,1.58804,0.0103161,15,20,0.480477,917.643,96.0954,0.00825651
0.0196,0.1568,0.000794255,1.58819,0.0103171,15,20,0.48056,917.802,96.112,0.00821387
0.0197,0.1576,0.00080418,1.58834,0.0103181,15,20,0.480643,917.961,96.1286,0.00817124
0.0198,0.1584,0.000814168,1.5885,0.0103191,15,20,0.480727,918.121,96.1454,0.00812861
0.0199,0.1592,0.000824217,1.58865,0.0103201,15,20,0.480811,918.281,96.1622,0.00808598
0.02,0.16,0.000834328,1.5888,0.0103211,15,20,0.480896,918.443,96.1791,0.00804334
0.0201,0.1608,0.0008445,1.58896,0.0103221,15,20,0.48098,918.605,96.1961,0.00800071
0.0202,0.1616,0.000854733,1.58912,0.0103231,15,20,0.481066,918.768,96.2131,0.00795808
0.0203,0.1624,0.000865028,1.58927,0.0103241,15,20,0.481151,918.931,96.2303,0.00792966
0.0204,0.1632,0.000875383,1.58943,0.0103251,15,20,0.481237,919.096,96.2475,0.00790124
0.0205,0.164,0.000885799,1.58959,0.0103262,15,20,0.481324,919.261,96.2648,0.0078586
0.0206,0.1648,0.000896275,1.58975,0.0103272,15,20,0.481411,919.427,96.2821,0.00781597
0.0207,0.1656,0.000906812,1.58991,0.0103283,15,20,0.481498,919.593,96.2996,0.00775913
0.0208,0.1664,0.000917408,1.59007,0.0103293,15,20,0.481586,919.761,96.3171,0.0077307
0.0209,0.1672,0.000928065,1.59023,0.0103303,15,20,0.481674,919.929,96.3347,0.00770228
0.021,0.168,0.000938781,1.5904,0.0103314,15,20,0.481762,920.098,96.3524,0.00764544
0.0211,0.1688,0.000949557,1.59056,0.0103325,15,20,0.481851,920.267,96.3701,0.00761702
0.0212,0.1696,0.000960392,1.59072,0.0103335,15,20,0.48194,920.437,96.388,0.00757439
0.0213,0.1704,0.000971285,1.59089,0.0103346,15,20,0.482029,920.608,96.4059,0.00753175
0.0214,0.1712,0.000982238,1.59105,0.0103357,15,20,0.482119,920.78,96.4238,0.00750333
0.0215,0.172,0.000993249,1.59122,0.0103367,15,20,0.482209,920.952,96.4419,0.0074607
0.0216,0.1728,0.00100432,1.59138,0.0103378,15,20,0.4823,921.125,96.46,0.00741807
0.0217,0.1736,0.00101545,1.59155,0.0103389,15,20,0.482391,921.299,96.4782,0.00738964
0.0218,0.1744,0.00102663,1.59172,0.01034,15,20,0.482482,921.473,96.4965,0.00734701
0.0219,0.1752,0.00103788,1.59189,0.0103411,15,20,0.482574,921.648,96.5148,0.00731859
0.022,0.176,0.00104918,1.59206,0.0103422,15,20,0.482666,921.824,96.5332,0.00727596
0.0221,0.1768,0.00106053,1.59223,0.0103433,15,20,0.482758,922.001,96.5517,0.00723333
0.0222,0.1776,0.00107194,1.59241,0.0103445,15,20,0.482858,922.192,96.5717,0.00578382
0.0223,0.1784,0.00108339,1.5926,0.0103457,15,20,0.482963,922.392,96.5927,0.00606803
0.0224,0.1792,0.00109488,1.59279,0.010347,15,20,0.483066,922.589,96.6133,0.00629541
0.0225,0.18,0.00110642,1.59298,0.0103482,15,20,0.483167,922.782,96.6335,0.00646594
0.0226,0.1808,0.001118,1.59316,0.0103494,15,20,0.483267,922.972,96.6534,0.00657963
0.0227,0.1816,0.00112964,1.59334,0.0103506,15,20,0.483366,923.161,96.6732,0.00665068
0.0228,0.1824,0.00114133,1.59352,0.0103517,15,20,0.483464,923.348,96.6928,0.00670752
0.0229,0.1832,0.00115307,1.5937,0.0103529,15,20,0.483561,923.534,96.7123,0.00675016
0.023,0.184,0.00116487,1.59388,0.0103541,15,20,0.483659,923.72,96.7317,0.00675016
0.0231,0.1848,0.00117672,1.59406,0.0103552,15,20,0.483756,923.905,96.7511,0.00676437
0.0232,0.1856,0.00118862,1.59424,0.0103564,15,20,0.483853,924.091,96.7706,0.00676437
0.0233,0.1864,0.00120058,1.59442,0.0103575,15,20,0.48395,924.276,96.79,0.00675016
0.0234,0.1872,0.00121258,1.5946,0.0103587,15,20,0.484047,924.462,96.8095,0.00673595
0.0235,0.188,0.00122465,1.59478,0.0103599,15,20,0.484145,924.649,96.829,0.00670752
0.0236,0.1888,0.00123676,1.59496,0.010361,15,20,0.484243,924.835,96.8485,0.0066791
0.0237,0.1896,0.00124893,1.59514,0.0103622,15,20,0.484341,925.022,96.8681,0.00666489
0.0238,0.1904,0.00126116,1.59532,0.0103634,15,20,0.484439,925.21,96.8878,0.00662226
0.0239,0.1912,0.00127343,1.5955,0.0103646,15,20,0.484537,925.398,96.9075,0.00660805
0.024,0.192,0.00128576,1.59568,0.0103658,15,20,0.484636,925.587,96.9272,0.00656541
0.0241,0.1928,0.00129815,1.59587,0.0103669,15,20,0.484735,925.776,96.947,0.00653699
0.0242,0.1936,0.00131058,1.59605,0.0103681,15,20,0.484835,925.966,96.9669,0.00650857
0.0243,0.1944,0.00132307,1.59623,0.0103693,15,20,0.484934,926.156,96.9869,0.00646594
0.0244,0.1952,0.0013356,1.59642,0.0103705,15,20,0.485034,926.347,97.0069,0.00645173
0.0245,0.196,0.00134819,1.5966,0.0103717,15,20,0.485135,926.539,97.0269,0.0064091
0.0246,0.1968,0.00136084,1.59679,0.0103729,15,20,0.485235,926.731,97.047,0.00638067
0.0247,0.1976,0.00137353,1.59697,0.0103741,15,20,0.485336,926.924,97.0672,0.00635225
0.0248,0.1984,0.00138627,1.59716,0.0103754,15,20,0.485437,927.117,97.0875,0.00630962
0.0249,0.1992,0.00139907,1.59735,0.0103766,15,20,0.485539,927.311,97.1078,0.0062812
0.025,0.2,0.00141191,1.59754,0.0103778,15,20,0.485641,927.506,97.1282,0.00625278
0.0251,0.2008,0.00142481,1.59772,0.010379,15,20,0.485743,927.701,97.1486,0.00621014
0.0252,0.2016,0.00143775,1.59791,0.0103802,15,20,0.485845,927.897,97.1691,0.00618172
0.0253,0.2024,0.00145074,1.5981,0.0103815,15,20,0.485948,928.093,97.1897,0.00613909
0.0254,0.2032,0.00146379,1.59829,0.0103827,15,20,0.486051,928.29,97.2103,0.00611067
0.0255,0.204,0.00147688,1.59848,0.0103839,15,20,0.486155,928.487,97.231,0.00608225
0.0256,0.2048,0.00149002,1.59868,0.0103852,15,20,0.486259,928.685,97.2517,0.00605382
0.0257,0.2056,0.00150321,1.59887,0.0103864,15,20,0.486363,928.884,97.2725,0.0060254
0.0258,0.2064,0.00151645,1.59906,0.0103877,15,20,0.486467,929.083,97.2934,0.00598277
0.0259,0.2072,0.00152973,1.59925,0.0103889,15,20,0.486572,929.283,97.3143,0.00596856
0.026,0.208,0.00154307,1.59945,0.0103902,15,20,0.486676,929.484,97.3353,0.00592593
0.0261,0.2088,0.00155645,1.59964,0.0103915,15,20,0.486782,929.684,97.3563,0.00588329
0.0262,0.2096,0.00156987,1.59984,0.0103927,15,20,0.486887,929.886,97.3774,0.00585487
0.0263,0.2104,0.00158335,1.60003,0.010394,15,20,0.486993,930.088,97.3986,0.00582645
0.0264,0.2112,0.00159687,1.60023,0.0103953,15,20,0.487099,930.291,97.4198,0.00579803
0.0265,0.212,0.00161043,1.60043,0.0103966,15,20,0.487205,930.494,97.4411,0.00576961
0.0266,0.2128,0.00162405,1.60062,0.0103978,15,20,0.487312,930.698,97.4624,0.00574119
0.0267,0.2136,0.0016377,1.60082,0.0103991,15,20,0.487419,930.902,97.4838,0.00571276
0.0268,0.2144,0.00165141,1.60102,0.0104004,15,20,0.487526,931.107,97.5053,0.00568434
0.0269,0.2152,0.00166516,1.60122,0.0104017,15,20,0.487634,931.312,97.5268,0.00564171
0.027,0.216,0.00167895,1.60142,0.010403,15,20,0.487742,931.518,97.5484,0.0056275
0.0271,0.2168,0.00169279,1.60162,0.0104043,15,20,0.48785,931.725,97.57,0.00559908
